O_city,D_city, flow
27,110,40.22
27,111,21.97
27,112,9.38
27,113,59.99
27,114,21.28
27,115,107.46
27,116,11.93
27,117,87.84
27,118,42.93
27,119,13.08
27,120,38.03
27,121,63.86
27,123,90.08
27,124,12.49
27,125,46.17
27,126,66.33
27,127,58.98
27,128,66.9
27,129,35.14
27,130,45.25
27,131,73.25
27,132,44.82
27,133,35.61
27,134,105.72
27,135,33.26
27,136,18.22
27,137,95.86
27,138,69.75
27,139,86.09
27,140,18.8
27,141,32.66
27,142,56.87
27,143,64.92
27,144,23.22
27,145,70.99
27,146,17.48
27,147,89.54
27,148,62.34
27,149,147.39
27,150,66.58
27,151,36.53
27,152,32.61
27,153,16.86
27,154,80.66
27,155,15.55
27,156,28.13
27,157,123.01
27,158,136.96
27,159,4.34
28,0,127.64
28,1,35.14
28,2,93.84
28,3,41.6
28,4,56.36
28,5,45.63
28,6,130.49
28,7,92.79
28,8,51.82
28,9,17.43
28,10,69.4
28,11,43.4
28,12,28.59
28,13,35.79
28,15,63.25
28,16,36.43
28,17,8.71
28,18,104.43
28,19,15.21
28,20,55.01
28,21,185.03
28,22,96.01
28,23,26.97
28,24,68.14
28,25,71.24
28,26,19.99
28,27,71.72
28,28,728.03
28,29,116.2
28,30,151.09
28,31,94.3
28,32,40.04
28,33,70.71
28,34,57.1
28,35,131.72
28,36,130.75
28,37,19.39
28,38,58.97
28,39,100.96
28,40,122.99
28,41,102.88
28,42,72.16
28,43,14.93
28,44,56.9
28,45,146.48
28,46,38.45
28,47,27.47
28,48,35.75
28,50,43.3
28,51,17.52
28,52,88.14
28,53,16.17
28,54,231.52
28,55,89.05
28,56,79.6
28,57,32.57
28,58,78.24
28,59,30.16
28,60,138.01
28,61,27.43
28,62,96.53
28,63,83.73
28,64,101.54
28,65,6.84
28,66,151.76
28,67,143.97
28,69,110.16
28,70,123.58
28,71,113.71
28,72,169.13
28,73,85.16
28,74,66.54
28,75,42.42
28,76,40.85
28,77,104.68
28,78,116
28,79,35.32
28,80,49.82
28,81,141.79
28,82,30.55
28,83,86.21
28,84,22.1
28,85,46.57
28,86,110.02
28,87,39.63
28,88,74.82
28,89,23.28
28,90,74.34
28,91,77.12
28,92,56.29
28,93,112.73
28,94,58.23
28,95,125.74
28,97,24.45
28,98,112.53
28,99,37.68
28,100,76.84
28,101,16.11
28,102,152.61
28,103,30.62
28,104,79.11
28,105,81.57
28,106,40.83
28,107,67.3
28,108,87.95
28,109,93.02
28,110,57.46
28,111,34.61
28,112,30.3
28,113,65.59
28,114,25.02
28,115,206.85
28,116,14.27
28,117,124.18
28,118,48.34
28,119,26.34
28,120,54.91
28,121,68.61
28,123,111.22
28,124,11.22
28,125,35.91
28,126,88.6
28,127,52.35
28,128,110.68
28,129,45.29
28,130,56.57
28,131,66.88
28,132,58.66
28,133,27.39
28,134,119.66
28,135,59.04
28,136,17.42
28,137,124.33
28,138,88.92
28,139,113.82
28,140,25.13
28,141,27.62
28,142,107.9
28,143,77.39
28,144,16.79
28,145,110.91
28,146,19.39
28,147,122.5
28,148,77.55
28,149,138.64
28,150,96.91
28,151,35.76
28,152,18.75
28,153,24.4
28,154,116.29
28,155,10.62
28,156,11.21
28,157,80.79
28,158,193.99
28,159,14.41
29,0,152.33
29,1,55.09
29,2,93.05
29,3,54.91
29,4,59.8
29,5,67.67
29,6,164.82
29,7,93.14
29,8,106.87
29,9,35.83
29,10,77.41
29,11,70.08
29,12,28.78
29,13,55.48
29,14,86.1
29,15,69.86
29,16,51.96
29,17,24.99
29,18,121.23
29,19,33.48
29,20,77.73
29,21,240.51
29,22,103.73
29,23,57.63
29,24,90.28
29,25,84.99
29,26,52.58
29,27,90.12
29,28,161.39
29,29,668.42
29,30,179.85
29,31,99.77
29,32,64.84
29,33,103.52
29,34,96.6
29,35,191.33
29,36,161.43
29,37,45.27
29,38,94.64
29,39,112.84
29,40,146.89
29,41,112.79
29,42,118.03
29,43,21.45
29,44,69.36
29,45,167.01
29,46,74.55
29,47,65.61
29,48,70.73
29,49,79.27
29,50,59.9
29,51,26.9
29,52,102.66
29,53,27.63
29,54,271.1
29,55,98.02
29,56,85.39
29,57,53.54
29,58,88.3
29,59,45.64
29,60,155.64
29,61,44.33
29,62,100.1
29,63,91.46
29,64,107.14
29,65,12.45
29,66,184.86
29,67,163.1
29,69,153.37
29,70,131.85
29,71,182.61
29,72,201.17
29,73,97.52
29,74,87.38
29,75,83.68
29,76,55.17
29,77,115.63
29,78,144.6
29,79,60.89
29,80,48.86
29,81,172.42
29,82,23.15
29,83,92.43
29,84,43.96
29,85,49.08
29,86,121.6
29,87,79.68
29,88,103.66
29,89,31.86
29,90,86.98
29,91,83.22
29,92,67.61
29,93,126.72
29,94,72.01
29,95,141.9
29,97,68.35
29,98,140.83
29,99,74.96
29,100,88.32
29,101,30.79
29,102,251.63
29,103,49.92
29,104,107.6
29,105,92.04
29,106,72.27
29,107,86.47
29,108,93.39
29,109,107
29,110,67.95
29,111,50.23
29,112,37.84
29,113,88.26
29,114,65.6
29,115,174.7
29,116,34.48
29,117,133.6
29,118,85.76
29,119,42.08
29,120,83.25
29,121,96.51
29,123,122.55
29,124,34.09
29,125,66.21
29,126,97.64
29,127,83.8
29,128,111.42
29,129,63.3
29,130,71.22
29,131,77.42
29,132,79.45
29,133,42.67
29,134,177.6
29,135,71.24
29,136,27.65
29,137,135.04
29,138,94.75
29,139,127.6
29,140,32.14
29,141,64.13
29,142,140.02
29,143,164.38
29,144,34.03
29,145,144.09
29,146,37.08
29,147,130.52
29,148,149.5
29,149,164.47
29,150,107.75
29,151,82.12
29,152,36.38
29,153,47.76
29,154,157.54
29,155,32
29,156,31.97
29,157,91.23
29,158,243.18
29,159,18.71
30,0,11.22
30,1,92.16
30,2,26.24
30,3,51.4
30,4,9.4
30,5,8.73
30,6,13.77
30,7,16.9
30,8,27.67
30,9,14.99
30,10,73.36
30,12,5.02
30,13,11.85
30,14,4.98
30,15,13.84
30,16,54.86
30,18,40.22
30,19,7.48
30,20,13.03
30,21,146.15
30,22,26.82
30,23,3.1
30,24,39.64
30,25,11.85
30,26,3.72
30,27,17.45
30,28,21.83
30,29,14.54
30,30,368.28
30,31,25.65
30,32,5
30,33,72.27
30,34,8.7
30,35,96.04
30,36,41.37
30,37,37.92
30,38,5.58
30,39,35.85
30,40,53.17
30,41,4.35
30,43,3.1
30,44,11.83
30,45,116.73
30,46,15.59
30,47,1.86
30,48,1.86
30,49,21.88
30,50,11.88
30,51,3.76
30,52,35.04
30,53,26.18
30,54,99.42
30,55,22.51
30,56,48.13
30,57,63.86
30,58,90.95
30,59,5.58
30,60,49.99
30,61,5.02
30,62,28.93
30,63,20.07
30,64,59.79
30,65,1.24
30,66,125.42
30,67,124.42
30,69,8.7
30,70,72.48
30,71,15.55
30,72,142
30,73,9.32
30,74,24.93
30,75,2.48
30,76,105.92
30,77,52.61
30,78,78.08
30,79,1.86
30,80,4.96
30,81,103.98
30,82,9.97
30,83,16.27
30,84,8.7
30,85,82.97
30,86,27.54
30,87,3.72
30,88,29.47
30,89,36.64
30,90,14.34
30,91,22.97
30,92,8.08
30,93,32.55
30,94,5
30,95,99.34
30,97,5.58
30,98,24.43
30,99,15.62
30,100,13.74
30,101,37.01
30,102,62.7
30,103,11.84
30,104,24.99
30,105,15.03
30,106,9.92
30,107,21.84
30,108,17.49
30,109,39.18
30,110,6.85
30,111,7.48
30,112,11.84
30,113,38.99
30,114,4.36
30,115,53.34
30,116,3.72
30,117,61.74
30,118,9.93
30,119,18.2
30,120,6.85
30,121,5.58
30,123,61.2
30,124,5.63
30,125,8.73
30,126,14.34
30,128,39.78
30,129,12.43
30,130,6.24
30,131,9.29
30,132,17.6
30,133,2.48
30,134,10.64
30,135,9.38
30,136,1.86
30,137,77.85
30,138,25.77
30,139,135.18
30,140,39.73
30,141,5.62
30,142,4.96
30,143,13.7
30,144,4.34
30,145,11.26
30,146,13.7
30,147,55.39
30,148,16.89
30,149,80.51
30,150,35.22
30,151,9.34
30,152,2.48
30,153,3.72
30,154,7.46
30,155,9.34
30,156,3.1
30,157,15.61
30,158,167.72
30,159,7.43
31,0,105.5
31,1,99.88
31,2,112.11
31,3,119.2
31,4,95.49
31,5,111.62
31,6,138.51
31,7,128.57
31,8,97.01
31,9,80.22
31,10,123.26
31,11,110.54
31,12,98.25
31,13,104.66
31,14,81.27
31,15,107.64
31,16,110.14
31,17,39.71
31,18,159.67
31,19,89.8
31,20,117.98
31,21,270.76
31,22,111.1
31,23,94.42
31,24,127.37
31,25,133.91
31,26,97.88
31,27,108.98
31,28,125.1
31,29,112.68
31,30,235.43
31,31,1090.09
31,32,99.51
31,33,124.64
31,34,98.4
31,35,195.28
31,36,110.59
31,37,98.49
31,38,108.08
31,39,130.37
31,40,162.45
31,41,110.22
31,42,104.21
31,43,83.12
31,44,100.46
31,45,228.87
31,46,113.5
31,47,54.23
31,48,88.13
31,49,139.39
31,50,246.12
31,51,160.82
31,52,111.75
31,53,77.79
31,54,210.92
31,55,146.37
31,56,122.84
31,57,94.71
31,58,125.39
31,59,76.93
31,60,123.93
31,61,65.68
31,62,137.39
31,63,127.51
31,64,272.79
31,65,27.15
31,66,236.52
31,67,214.28
31,69,92.59
31,70,152.35
31,71,113.24
31,72,259.11
31,73,135.24
31,74,134.82
31,75,87.54
31,76,103.42
31,77,146.93
31,78,204.64
31,79,92.48
31,80,103.7
31,81,219.82
31,82,62.85
31,83,107.46
31,84,126.89
31,85,115.07
31,86,143.46
31,87,90.76
31,88,128.73
31,89,90.52
31,90,127.77
31,91,156.42
31,92,129.68
31,93,142.5
31,94,106.17
31,95,475.73
31,97,55.7
31,98,135.3
31,99,126.01
31,100,118.27
31,101,79.2
31,102,148.37
31,103,98.93
31,104,145.74
31,105,147.5
31,106,89.68
31,107,105.37
31,108,147.64
31,109,164.41
31,110,128.57
31,111,198.65
31,112,95.66
31,113,125.49
31,114,95.92
31,115,128.01
31,116,87.3
31,117,159.75
31,118,105.53
31,119,89.04
31,120,101.93
31,121,116.86
31,123,185.46
31,124,98.22
31,125,88.38
31,126,124.89
31,127,103.93
31,128,143.27
31,129,117.27
31,130,94.96
31,131,110.32
31,132,107.96
31,133,69.39
31,134,95.91
31,135,117.5
31,136,184.54
31,137,179.6
31,138,220.24
31,139,162.82
31,140,82.61
31,141,84.43
31,142,89.28
31,143,110.74
31,144,55.12
31,145,96.15
31,146,89.67
31,147,164.39
31,148,118.59
31,149,171.22
31,150,127.22
31,151,91.77
31,152,52.82
31,153,92.79
31,154,90.75
31,155,165.16
31,156,45.38
31,157,112.77
31,158,314.68
31,159,77.24
32,0,20.05
32,1,9.93
32,2,37.47
32,3,18.08
32,4,13.2
32,5,15.57
32,6,40.86
32,7,35.36
32,8,18.15
32,9,4.37
32,10,28.78
32,12,4.34
32,13,10.63
32,14,24.91
32,15,85.27
32,16,20.05
32,17,1.25
32,18,54.01
32,19,8.12
32,20,71.95
32,21,118.07
32,22,26.29
32,23,136.82
32,24,26.95
32,25,37.54
32,26,6.22
32,27,13.13
32,28,40.26
32,29,25.66
32,30,89.78
32,31,31.51
32,32,287.55
32,33,40.86
32,34,57.58
32,35,75.03
32,36,23.11
32,37,5.01
32,38,17.48
32,39,28.35
32,40,84.11
32,41,15.53
32,43,7.43
32,44,18.78
32,45,112.83
32,46,11.84
32,47,4.38
32,48,8.73
32,49,37.66
32,50,26.86
32,51,4.96
32,52,23.87
32,53,3.1
32,54,102.88
32,55,53.57
32,56,25.18
32,57,26.66
32,58,54
32,59,6.26
32,60,29.36
32,61,6.22
32,62,44.93
32,63,24.35
32,64,39.08
32,65,1.24
32,66,119.89
32,67,101.99
32,69,16.24
32,70,135.29
32,71,30.66
32,72,112.37
32,73,70.18
32,74,30.73
32,75,16.23
32,76,14.92
32,77,51.5
32,78,113.96
32,79,8.08
32,80,13.05
32,81,101.98
32,82,3.1
32,83,23.67
32,84,6.89
32,85,20.02
32,86,33.28
32,87,9.37
32,88,34.04
32,89,4.34
32,90,93.77
32,91,25.67
32,92,33.37
32,93,54.04
32,94,78.28
32,95,99.4
32,97,6.87
32,98,77.75
32,99,23.07
32,100,23.05
32,101,6.82
32,102,43.47
32,103,18.13
32,104,108.58
32,105,80.51
32,106,23.68
32,107,26.79
32,108,44.8
32,109,44.39
32,110,30.02
32,111,9.35
32,112,60.25
32,113,36.36
32,114,56.35
32,115,36.79
32,116,6.24
32,117,85.04
32,118,28.96
32,119,6.21
32,120,21.28
32,121,47.17
32,123,51.58
32,124,3.72
32,125,13.1
32,126,55.84
32,128,61.8
32,129,13.04
32,130,19.98
32,131,22.55
32,132,71.47
32,133,6.85
32,134,52.33
32,135,19.26
32,136,10.04
32,137,78.29
32,138,45.48
32,139,56.45
32,140,6.84
32,141,3.74
32,142,25.61
32,143,33.2
32,144,6.2
32,145,16.21
32,146,7.49
32,147,75.91
32,148,37.34
32,149,68.5
32,150,58.15
32,151,70.29
32,152,6.82
32,153,57.4
32,154,13.75
32,155,4.99
32,156,5.04
32,157,18.02
32,158,141.16
32,159,5.03
33,0,42.84
33,1,50.14
33,2,49.75
33,3,69.53
33,4,67.27
33,5,46.7
33,6,71.34
33,7,71.28
33,8,36.67
33,9,129.37
33,10,58.07
33,11,49.18
33,12,21.33
33,13,116.52
33,14,56.42
33,15,68.65
33,16,70.1
33,17,20.58
33,18,109.86
33,19,40.87
33,20,61.57
33,21,151.13
33,22,65.12
33,23,40.95
33,24,160.17
33,25,59.74
33,26,112.29
33,27,38.59
33,28,94.84
33,29,27.48
33,30,157.41
33,31,88.35
33,32,35.89
33,33,725.73
33,34,43.64
33,35,109.45
33,36,33.27
33,37,41.58
33,38,62.29
33,39,89.39
33,40,99.87
33,41,44
33,42,53.48
33,43,102.84
33,44,66.41
33,45,137.46
33,46,50
33,47,13.04
33,48,32.04
33,49,72.26
33,50,59.8
33,51,24.28
33,52,46.59
33,53,28.76
33,54,152.4
33,55,90.52
33,56,183.9
33,57,92.24
33,58,176.6
33,59,25.17
33,60,50.02
33,61,15.54
33,62,75.38
33,63,78.9
33,64,95.64
33,65,10.57
33,66,140.66
33,67,192
33,69,29.33
33,70,107.98
33,71,51.73
33,72,165.03
33,73,64.32
33,74,79.67
33,75,42.12
33,76,81.57
33,77,82.77
33,78,118.25
33,79,30.67
33,80,104.48
33,81,134.97
33,82,91.78
33,83,61.77
33,84,35.42
33,85,53.11
33,86,86.95
33,87,37.6
33,88,86.38
33,89,50.35
33,90,78.51
33,91,71.07
33,92,61.41
33,93,106.04
33,94,49.3
33,95,140.41
33,97,22.62
33,98,97.61
33,99,36.98
33,100,58.25
33,101,30.75
33,102,100.02
33,103,124.43
33,104,83.37
33,105,91.36
33,106,41.21
33,107,86.33
33,108,85.25
33,109,91.09
33,110,64.8
33,111,43.47
33,112,27.03
33,113,154.61
33,114,18.02
33,115,79.67
33,116,106.39
33,117,95.62
33,118,44.6
33,119,103.03
33,120,64.03
33,121,57.39
33,123,110.37
33,124,24.58
33,125,27.03
33,126,60.46
33,127,78.72
33,128,89.12
33,129,66.07
33,130,34.15
33,131,53.1
33,132,50.63
33,133,18.66
33,134,51.95
33,135,43.07
33,136,27.47
33,137,112.74
33,138,93.1
33,139,119.64
33,140,35.79
33,141,35.83
33,142,29.98
33,143,52.87
33,144,10.62
33,145,38.33
33,146,110.4
33,147,109.45
33,148,83.33
33,149,111.49
33,150,83.7
33,151,29.7
33,152,13.71
33,153,25.82
33,154,40.75
33,155,19.91
33,156,8.05
33,157,54.91
33,158,164.38
33,159,114.46
34,0,45.51
34,1,14.37
34,2,61.59
34,3,28.12
34,4,25.14
34,5,35.46
34,6,71.8
34,7,62.86
34,8,43.54
34,9,8.1
34,10,37.3
34,12,14.33
34,13,23.21
34,14,41.13
34,15,113.73
34,16,24.54
34,17,4.34
34,18,79.45
34,19,7.52
34,20,98.02
34,21,146.75
34,22,39.15
34,23,97.9
34,24,50.15
34,25,39.13
34,26,23.71
34,27,32.92
34,28,74.17
34,29,47.02
34,30,113.13
34,31,56.91
34,32,96.25
34,33,56.04
34,34,401.02
34,35,123.52
34,36,57.08
34,37,13.08
34,38,39.47
34,39,54.02
34,40,126.54
34,41,42
34,43,9.4
34,44,27.74
34,45,131.66
34,46,33.16
34,47,8.05
34,48,48.67
34,49,48.86
34,50,21.92
34,51,10.01
34,52,49.6
34,53,4.96
34,54,137.77
34,55,78.14
34,56,50.98
34,57,17.51
34,58,53.71
34,59,9.96
34,60,70.24
34,61,10.66
34,62,70
34,63,37.38
34,64,73.27
34,65,1.9
34,66,151.05
34,67,130.91
34,69,27.42
34,70,168.41
34,71,54.14
34,72,137.64
34,73,151.66
34,74,56.15
34,75,24.59
34,76,17.41
34,77,84.29
34,78,134.13
34,79,11.33
34,80,27.29
34,81,127.24
34,82,5.01
34,83,41.52
34,84,16.88
34,85,21.2
34,86,66.25
34,87,40.22
34,88,62.23
34,89,11.89
34,90,117.43
34,91,47.03
34,92,47.58
34,93,73.55
34,94,104.62
34,95,101.04
34,97,16.22
34,98,121.83
34,99,31.41
34,100,40.49
34,101,5.03
34,102,104.7
34,103,28.61
34,104,159.68
34,105,78.88
34,106,19.95
34,107,42.04
34,108,68.12
34,109,74.35
34,110,48.25
34,111,22.52
34,112,87.9
34,113,46.2
34,114,117.75
34,115,88.54
34,116,11.84
34,117,108.32
34,118,59.21
34,119,16.88
34,120,50.73
34,121,74.65
34,123,82.37
34,124,9.42
34,125,13.71
34,126,70.58
34,128,84.1
34,129,24.4
34,130,22.42
34,131,32.91
34,132,97.24
34,133,13.65
34,134,98.14
34,135,37.3
34,136,8.7
34,137,105.38
34,138,54.4
34,139,90.48
34,140,11.25
34,141,19.43
34,142,56.02
34,143,109.53
34,144,7.5
34,145,43.45
34,146,13.78
34,147,99.36
34,148,88.2
34,149,110.6
34,150,82.6
34,151,142.95
34,152,3.83
34,153,83.12
34,154,25.17
34,155,6.87
34,156,6.87
34,157,40.85
34,158,168.17
34,159,23.68
35,0,181.7
35,1,162.26
35,2,221.08
35,3,176.36
35,4,187.24
35,5,593.48
35,6,249.84
35,7,217.84
35,8,526.05
35,9,138.58
35,10,170.07
35,11,492.51
35,12,123.93
35,13,153.75
35,14,429.05
35,15,186.62
35,16,159.07
35,17,133.96
35,18,1119.45
35,19,118.95
35,20,161.98
35,21,768.4
35,22,244.12
35,23,144.13
35,24,266.13
35,25,183.14
35,26,126.88
35,27,164.32
35,28,366.55
35,29,192.13
35,30,689.71
35,31,228.12
35,32,154.23
35,33,224.96
35,34,216.52
35,35,2794.47
35,36,179.76
35,37,139.91
35,38,498.88
35,39,259.65
35,40,438.14
35,41,173.77
35,42,449.84
35,43,129.87
35,44,220.55
35,45,504.55
35,46,155.83
35,47,446.2
35,48,402.26
35,49,298.89
35,50,163.45
35,51,114.8
35,52,174.99
35,53,117.25
35,54,660.11
35,55,226.75
35,56,351.22
35,57,155.66
35,58,315.59
35,59,153.46
35,60,208.08
35,61,142.3
35,62,226.97
35,63,209.28
35,64,238.4
35,65,116.91
35,66,567.89
35,67,564.58
35,69,164.58
35,70,280.83
35,71,202.16
35,72,923.76
35,73,245.16
35,74,186.36
35,75,178.64
35,76,161.59
35,77,243.17
35,78,410.62
35,79,159.7
35,80,151.25
35,81,505.79
35,82,117.28
35,83,220.35
35,84,125.39
35,85,157.72
35,86,279.64
35,87,430.03
35,88,535.45
35,89,134.66
35,90,200.64
35,91,176.12
35,92,173.89
35,93,424.75
35,94,168.32
35,95,413.11
35,97,418.32
35,98,455.34
35,99,146.04
35,100,207.37
35,101,132.4
35,102,307.28
35,103,172.11
35,104,271.5
35,105,247.57
35,106,167.66
35,107,229.38
35,108,220.27
35,109,219.83
35,110,185.28
35,111,147.52
35,112,128.25
35,113,206.88
35,114,149.83
35,115,284.97
35,116,145.7
35,117,294.32
35,118,558.52
35,119,157.71
35,120,627.43
35,121,216.84
35,123,314.46
35,124,118.82
35,125,201.54
35,126,203.47
35,127,472.32
35,128,240.09
35,129,142.1
35,130,191.12
35,131,192.57
35,132,183.08
35,133,231.26
35,134,407.02
35,135,164.09
35,136,127.46
35,137,347.55
35,138,228.78
35,139,302.52
35,140,127.47
35,141,189.18
35,142,175.04
35,143,589.34
35,144,120.07
35,145,188.08
35,146,145.67
35,147,292.84
35,148,800.22
35,149,415.2
35,150,228.23
35,151,181.45
35,152,134.04
35,153,126.72
35,154,154.27
35,155,106.09
35,156,125.4
35,157,182.41
35,158,805.61
35,159,128.24
36,0,129.66
36,1,53.37
36,2,101.27
36,3,64.54
36,4,49.23
36,5,58.24
36,6,148.98
36,7,100.14
36,8,75.36
36,9,30.68
36,10,76
36,11,56.3
36,12,10.61
36,13,58.18
36,14,68.49
36,15,71.37
36,16,52.24
36,17,14.95
36,18,115.84
36,19,23.04
36,20,77.59
36,21,195.24
36,22,113.74
36,23,59.22
36,24,89.53
36,25,84.62
36,26,46.48
36,27,69.89
36,28,186.47
36,29,124.27
36,30,169.87
36,31,106.03
36,32,59.57
36,33,89.92
36,34,63.77
36,35,131.2
36,36,541.46
36,37,44.02
36,38,96.17
36,39,105.29
36,40,131.48
36,41,112.9
36,42,85.66
36,43,15.57
36,44,75.63
36,45,151.89
36,46,57.2
36,47,40.32
36,48,46.86
36,49,86.88
36,50,56.39
36,51,28.76
36,52,97.39
36,53,23.13
36,54,266.43
36,55,99
36,56,104.1
36,57,57.09
36,58,99.2
36,59,50.5
36,60,156.49
36,61,55.6
36,62,103.61
36,63,95.88
36,64,108.87
36,65,16.21
36,66,159.17
36,67,147.18
36,69,139.32
36,70,124.22
36,71,130.37
36,72,185.3
36,73,74.7
36,74,104.91
36,75,58.12
36,76,61.38
36,77,115.73
36,78,136.8
36,79,71.26
36,80,58.64
36,81,148.6
36,82,16.17
36,83,105.14
36,84,33.76
36,85,56.84
36,86,105.88
36,87,58.35
36,88,101.74
36,89,36.33
36,90,93.51
36,91,78.57
36,92,79.17
36,93,140.75
36,94,115.29
36,95,138.08
36,97,42.71
36,98,135.91
36,99,55.34
36,100,90.7
36,101,26.26
36,102,191.54
36,103,42.67
36,104,104.72
36,105,92.77
36,106,77.9
36,107,92.04
36,108,91.75
36,109,96.01
36,110,58.43
36,111,53.32
36,112,37.55
36,113,97.04
36,114,50.54
36,116,30.07
36,117,130.47
36,118,61.87
36,119,33.25
36,120,65.22
36,121,92.4
36,123,122.88
36,124,33.3
36,125,58.36
36,126,113.6
36,127,73.97
36,128,113.25
36,129,58.29
36,130,61.48
36,131,81.22
36,132,72.28
36,133,28.37
36,134,154.12
36,135,62.95
36,136,31.28
36,137,128.91
36,138,101.51
36,139,120.29
36,140,42.84
36,141,54.43
36,142,126.4
36,143,97.72
36,144,23.16
36,145,131.96
36,146,29.54
36,147,126.48
36,148,92.54
36,149,151.55
36,150,104.93
36,151,58.36
36,152,37.8
36,153,42.9
36,154,143.23
36,155,22.43
36,156,29.37
36,157,96.14
36,158,207.54
36,159,23.67
37,0,13.74
37,1,77.41
37,2,28.1
37,3,97.49
37,4,23.25
37,5,18.36
37,6,51.25
37,7,39.71
37,8,33.82
37,9,12.42
37,10,122.63
37,12,11.24
37,13,20.58
37,14,13.12
37,15,25.88
37,16,102.09
37,17,2.48
37,18,77.15
37,19,11.86
37,20,22.4
37,21,168.77
37,22,19.51
37,23,13.1
37,24,38.04
37,25,31.99
37,26,9.38
37,27,35.17
37,28,49.57
37,29,23.88
37,30,139.96
37,31,72.62
37,32,9.34
37,33,65.79
37,34,12.47
37,35,124.75
37,36,43.47
37,37,304.5
37,38,13.76
37,39,65.96
37,40,92.57
37,41,20.02
37,43,9.34
37,44,25.05
37,45,140.24
37,46,25.77
37,47,8.09
37,48,13.74
37,49,46.82
37,50,31.26
37,51,7.48
37,52,55.04
37,53,90.95
37,54,123.78
37,55,86.7
37,56,49.98
37,57,89.65
37,58,65.63
37,59,9.98
37,60,65.97
37,61,5.62
37,62,61.88
37,63,42.76
37,64,81.46
37,65,2.48
37,66,139.55
37,67,146.45
37,69,8.72
37,70,101.57
37,71,31.26
37,72,146.14
37,73,30.77
37,74,37.76
37,75,13.68
37,76,95.12
37,77,62.43
37,78,86.89
37,79,8.14
37,80,40.49
37,81,126.07
37,82,8.16
37,83,36.57
37,84,21.43
37,85,115.26
37,86,54.07
37,87,11.78
37,88,45.21
37,89,97.66
37,90,37.93
37,91,53.4
37,92,25.26
37,93,56.42
37,94,14.96
37,95,116.93
37,97,6.84
37,98,45.22
37,99,29.42
37,100,35.75
37,101,72.99
37,102,94.79
37,103,15.55
37,104,57.82
37,105,40.62
37,106,24.42
37,107,43.14
37,108,48.88
37,109,82.55
37,110,35.46
37,111,18.6
37,112,16.89
37,113,52.57
37,114,11.28
37,115,72.64
37,116,15.05
37,117,90.92
37,118,15.6
37,119,19.3
37,120,21.14
37,121,37.13
37,123,93.51
37,124,30.89
37,125,12.47
37,126,26.3
37,128,64.66
37,129,32.29
37,130,13.13
37,131,20.09
37,132,28.16
37,133,9.3
37,134,23.75
37,135,27.01
37,136,8.12
37,137,118.77
37,138,65.92
37,139,172.4
37,140,77.29
37,141,19.28
37,142,22.03
37,143,23.05
37,144,4.37
37,145,19.53
37,146,20.07
37,147,86.55
37,148,55.13
37,149,111.73
37,150,55.75
37,151,15.61
37,152,5.61
37,153,8.73
37,154,18.68
37,155,11.84
37,156,4.37
37,157,32.42
37,158,187.63
37,159,11.24
38,0,58.66
38,1,27.23
38,2,87.24
38,3,52.35
38,4,57.29
38,5,109.65
38,6,96.12
38,7,77.74
38,8,138.49
38,9,27.67
38,10,46.9
38,11,107.63
38,12,9.95
38,13,43.86
38,14,102.64
38,15,51.3
38,16,41.73
38,17,20.65
38,18,142.51
38,19,19.48
38,20,48.43
38,21,191.74
38,22,98.52
38,23,37.9
38,24,79.75
38,25,61.73
38,26,37.63
38,27,64.41
38,28,116.4
38,29,75.84
38,30,150.01
38,31,84.49
38,32,49.21
38,33,84.82
38,34,57.83
38,35,237.62
38,36,56.59
38,37,23.33
38,38,587.62
38,39,99.58
38,40,115.66
38,41,58.52
38,42,146.68
38,43,16.24
38,44,68.45
38,45,134.9
38,46,37.89
38,47,106.57
38,48,99.9
38,49,64.47
38,50,46.03
38,51,22.45
38,52,78.05
38,53,16.86
38,54,159.33
38,55,79.51
38,56,84.67
38,57,36.63
38,58,84.98
38,59,57.18
38,60,73.14
38,61,44.12
38,62,84.2
38,63,71.9
38,64,90.07
38,65,9.33
38,66,141.41
38,67,137.53
38,69,69.79
38,70,105.18
38,71,78.34
38,72,167.37
38,73,79.01
38,74,64.27
38,75,48.82
38,76,37.14
38,77,89.26
38,78,122.26
38,79,55.01
38,80,59.99
38,81,135.38
38,82,18.17
38,83,90.91
38,84,19.67
38,85,40.01
38,86,115.91
38,87,115.91
38,88,120.29
38,89,23.08
38,90,70.33
38,91,65.71
38,92,58.76
38,93,145.13
38,94,61.68
38,95,128.22
38,97,166.96
38,98,116.59
38,99,32.18
38,100,85.75
38,101,18.7
38,102,109.9
38,103,49.35
38,104,91.1
38,105,77.8
38,106,52.34
38,107,86.88
38,108,75.4
38,109,82.85
38,110,41
38,111,25.73
38,112,24.99
38,113,77.6
38,114,29.78
38,115,107.88
38,116,33.93
38,117,98.2
38,118,111.86
38,119,50.03
38,120,112.75
38,121,80.27
38,123,102.14
38,124,24.29
38,125,104.43
38,126,74.97
38,127,114.95
38,128,83.53
38,129,34.61
38,130,56.45
38,131,73.85
38,132,52.97
38,133,61.63
38,134,120.85
38,135,52.57
38,136,23.11
38,137,107.79
38,138,82.73
38,139,98.79
38,140,26.22
38,141,38.62
38,142,65.01
38,143,126.95
38,144,28.95
38,145,81.95
38,146,25.64
38,147,95.97
38,148,140.17
38,149,140.38
38,150,79.9
38,151,42.59
