Month, ocity_name, dcity_name, Ratio of migration from B to A over total migration into A_monthly average, Ratio of migration from A to B over total migration out of A_monthly 
23-Jul,Sanming,Pingdingshan,0.056666667,0.048
23-Jul,Sanming,Changde,0.041666667,0.0475
23-Jul,Sanming,Yongzhou,0.053333333,0.047142857
23-Jul,Sanming,Linyi,0.051428571,0.046666667
23-Jul,Sanming,Yangzhou,0.0425,0.046666667
23-Jul,Sanming,Zhoukou,0.07,0.045555556
23-Jul,Sanming,Taizhou,0.043333333,0.045
23-Jul,Sanming,Yancheng,0.053333333,0.045
23-Jul,Sanming,Jining,0.045555556,0.043333333
23-Jul,Sanming,Loudi,0.096666667,0.0425
23-Jul,Sanming,Xuancheng,0.048,0.0425
23-Jul,Sanming,Luan,0.04,0.042
23-Jul,Sanming,Shangqiu,0.04,0.04
23-Jul,Sanming,Taiyuan,0.03,0.04
23-Jul,Sanming,Ankang,0.085,0.04
23-Jul,Sanming,Suzhou,0.046666667,0.04
23-Jul,Sanming,Huai'an,0.05,0.04
23-Jul,Sanming,Jingmen,0.04,0.04
23-Jul,Sanming,Xingtai,0.04,0.04
23-Jul,Sanming,Handan,0.0475,0.04
23-Jul,Sanming,Luoyang,0.05125,0.03875
23-Jul,Sanming,Bengbu,0.051666667,0.038
23-Jul,Sanming,Zhumadian,0.077857143,0.0375
23-Jul,Sanming,Baoding,0.04,0.036666667
23-Jul,Sanming,Tongling,0.06,0.033333333
23-Jul,Sanming,Luohe,0.065,0.03
23-Jul,Sanming,Weifang,0.056666667,0.03
23-Jul,Sanming,Lianyungang,0.06,0.03
23-Jul,Quanzhou,Xiamen,32.97176471,33.24647059
23-Jul,Quanzhou,Fuzhou,11.24529412,10.63058824
23-Jul,Quanzhou,Zhangzhou,7.595294118,8.084117647
23-Jul,Quanzhou,Putian,7.785294118,7.524705882
23-Jul,Quanzhou,Sanming,4.041176471,4.160588235
23-Jul,Quanzhou,Longyan,2.715294118,2.689411765
23-Jul,Quanzhou,Nanping,1.470588235,1.651176471
23-Jul,Quanzhou,Ningde,1.463529412,1.557647059
23-Jul,Quanzhou,Ganzhou,1.374117647,1.232941176
23-Jul,Quanzhou,Shanghai,1.017058824,1.013529412
23-Jul,Quanzhou,Wenzhou,0.923529412,0.950588235
23-Jul,Quanzhou,Hangzhou,0.754117647,0.695294118
23-Jul,Quanzhou,Nanchang,0.554705882,0.6
23-Jul,Quanzhou,Shangrao,0.745294118,0.6
23-Jul,Quanzhou,Fuzhou,0.630588235,0.574705882
23-Jul,Quanzhou,Zhoushan,0.534117647,0.57
23-Jul,Quanzhou,Beijing,0.496470588,0.513529412
23-Jul,Quanzhou,Changsha,0.444117647,0.5
23-Jul,Quanzhou,Ji'an,0.482941176,0.429411765
23-Jul,Quanzhou,Ningbo,0.427058824,0.426470588
23-Jul,Quanzhou,Wuhan,0.389411765,0.408235294
23-Jul,Quanzhou,Jiujiang,0.454705882,0.391764706
23-Jul,Quanzhou,Jinhua,0.345882353,0.340588235
23-Jul,Quanzhou,Suzhou,0.370588235,0.34
23-Jul,Quanzhou,Taizhou,0.337647059,0.314117647
23-Jul,Quanzhou,Yichun,0.385294118,0.303529412
23-Jul,Quanzhou,Xi'an,0.222352941,0.245882353
23-Jul,Quanzhou,Nanjing,0.301764706,0.244705882
23-Jul,Quanzhou,Zhengzhou,0.202941176,0.229411765
23-Jul,Quanzhou,Jiaxing,0.153529412,0.182941176
23-Jul,Quanzhou,Anqing,0.224117647,0.181764706
23-Jul,Quanzhou,Hefei,0.178823529,0.175294118
23-Jul,Quanzhou,Huanggang,0.184705882,0.174117647
23-Jul,Quanzhou,Shaoxing,0.191176471,0.168235294
23-Jul,Quanzhou,Wuxi,0.158235294,0.138235294
23-Jul,Quanzhou,Nanyang,0.129411765,0.134705882
23-Jul,Quanzhou,Huaihua,0.132941176,0.131176471
23-Jul,Quanzhou,Shaoyang,0.09375,0.126470588
23-Jul,Quanzhou,Enshi,0.142666667,0.125625
23-Jul,Quanzhou,Fuyang,0.157058824,0.125294118
23-Jul,Quanzhou,Jingdezhen,0.142352941,0.11875
23-Jul,Quanzhou,Yingtan,0.134117647,0.110588235
23-Jul,Quanzhou,Huzhou,0.12875,0.11
23-Jul,Quanzhou,Tianjin,0.124117647,0.109411765
23-Jul,Quanzhou,Zhumadian,0.134117647,0.105882353
23-Jul,Quanzhou,Zhoukou,0.141176471,0.104117647
23-Jul,Quanzhou,Qingdao,0.099333333,0.101666667
23-Jul,Quanzhou,Jinan,0.102352941,0.09875
23-Jul,Quanzhou,Xiangxi,0.105,0.095333333
23-Jul,Quanzhou,Hengyang,0.091764706,0.094117647
23-Jul,Quanzhou,Lishui,0.097333333,0.092352941
23-Jul,Quanzhou,Xinyang,0.072,0.084615385
23-Jul,Quanzhou,Taiyuan,0.066666667,0.083333333
23-Jul,Quanzhou,Bozhou,0.098666667,0.082666667
23-Jul,Quanzhou,Pingxiang,0.076153846,0.082666667
23-Jul,Quanzhou,Shijiazhuang,0.089166667,0.082307692
23-Jul,Quanzhou,Nantong,0.088125,0.082142857
23-Jul,Quanzhou,Linyi,0.13,0.078571429
23-Jul,Quanzhou,Chizhou,0.068,0.0775
23-Jul,Quanzhou,Yichang,0.07,0.077
23-Jul,Quanzhou,Yongzhou,0.072222222,0.075714286
23-Jul,Quanzhou,Xuzhou,0.078666667,0.074375
23-Jul,Quanzhou,Changde,0.073846154,0.074
23-Jul,Quanzhou,Xiangyang,0.071818182,0.074
23-Jul,Quanzhou,Huangshan,0.064,0.073333333
23-Jul,Quanzhou,Chenzhou,0.074545455,0.072
23-Jul,Quanzhou,Zhuzhou,0.074,0.072
23-Jul,Quanzhou,Huangshi,0.074545455,0.071111111
23-Jul,Quanzhou,Quzhou,0.085,0.070714286
23-Jul,Quanzhou,Huainan,0.075,0.07
23-Jul,Quanzhou,Weifang,0.07,0.07
23-Jul,Quanzhou,Jingzhou,0.083846154,0.069166667
23-Jul,Quanzhou,Yueyang,0.075,0.06875
23-Jul,Quanzhou,Shangqiu,0.085,0.0675
23-Jul,Quanzhou,Changzhou,0.083333333,0.0675
23-Jul,Quanzhou,Xiaogan,0.0675,0.066666667
23-Jul,Quanzhou,Loudi,0.08,0.065
23-Jul,Quanzhou,Xianning,0.07625,0.063333333
23-Jul,Quanzhou,Xinyu,0.061428571,0.05
23-Jul,Quanzhou,Baoding,0.053333333,0.05
23-Jul,Quanzhou,Shiyan,0.07,0.05
23-Jul,Quanzhou,Pingdingshan,0.07,0.02
23-Jul,Zhangzhou,Xiamen,50.38529412,51.70705882
23-Jul,Zhangzhou,Quanzhou,10.11352941,9.528235294
23-Jul,Zhangzhou,Longyan,5.062941176,5.279411765
23-Jul,Zhangzhou,Fuzhou,4.74,4.634117647
23-Jul,Zhangzhou,Sanming,1.487647059,1.482941176
23-Jul,Zhangzhou,Ganzhou,1.662941176,1.258235294
23-Jul,Zhangzhou,Putian,1.048235294,1.137647059
23-Jul,Zhangzhou,Nanping,0.835882353,0.945882353
23-Jul,Zhangzhou,Ningde,0.692352941,0.73
23-Jul,Zhangzhou,Shanghai,0.419411765,0.461764706
23-Jul,Zhangzhou,Nanchang,0.429411765,0.412941176
23-Jul,Zhangzhou,Wenzhou,0.454705882,0.381176471
23-Jul,Zhangzhou,Hangzhou,0.377058824,0.355882353
23-Jul,Zhangzhou,Changsha,0.238823529,0.260588235
23-Jul,Zhangzhou,Shangrao,0.265294118,0.256470588
23-Jul,Zhangzhou,Beijing,0.308823529,0.256470588
23-Jul,Zhangzhou,Fuzhou,0.251764706,0.250588235
23-Jul,Zhangzhou,Ningbo,0.254705882,0.247647059
23-Jul,Zhangzhou,Ji'an,0.236470588,0.235294118
23-Jul,Zhangzhou,Zhoushan,0.158823529,0.227058824
23-Jul,Zhangzhou,Wuhan,0.201764706,0.205882353
23-Jul,Zhangzhou,Jinhua,0.208235294,0.159411765
23-Jul,Zhangzhou,Suzhou,0.138235294,0.158235294
23-Jul,Zhangzhou,Nanjing,0.156470588,0.15
23-Jul,Zhangzhou,Yichun,0.18,0.145294118
23-Jul,Zhangzhou,Xi'an,0.098235294,0.126470588
23-Jul,Zhangzhou,Taizhou,0.14,0.124117647
23-Jul,Zhangzhou,Jiujiang,0.112941176,0.1
23-Jul,Zhangzhou,Jiaxing,0.09,0.1
23-Jul,Zhangzhou,Zhengzhou,0.077647059,0.090588235
23-Jul,Zhangzhou,Hefei,0.068235294,0.084117647
23-Jul,Zhangzhou,Wuxi,0.075,0.072352941
23-Jul,Zhangzhou,Shaoxing,0.070588235,0.0675
23-Jul,Zhangzhou,Lishui,0.078235294,0.064705882
23-Jul,Zhangzhou,Quzhou,0.049285714,0.064
23-Jul,Zhangzhou,Huzhou,0.074375,0.059375
23-Jul,Zhangzhou,Tianjin,0.047058824,0.056428571
23-Jul,Zhangzhou,Nantong,0.048461538,0.052142857
23-Jul,Zhangzhou,Fuyang,0.048235294,0.050625
23-Jul,Zhangzhou,Huanggang,0.043125,0.05
23-Jul,Zhangzhou,Nanyang,0.0425,0.05
23-Jul,Zhangzhou,Huaihua,0.041333333,0.049333333
23-Jul,Zhangzhou,Xinyu,0.045,0.049166667
23-Jul,Zhangzhou,Zhuzhou,0.058,0.048
23-Jul,Zhangzhou,Yingtan,0.050625,0.047058824
23-Jul,Zhangzhou,Jingdezhen,0.046666667,0.045
23-Jul,Zhangzhou,Luoyang,0.04125,0.045
23-Jul,Zhangzhou,Wuhu,0.03,0.045
23-Jul,Zhangzhou,Changzhou,0.044615385,0.044615385
23-Jul,Zhangzhou,Yueyang,0.042142857,0.044285714
23-Jul,Zhangzhou,Chenzhou,0.055333333,0.044
23-Jul,Zhangzhou,Taiyuan,0.02,0.044
23-Jul,Zhangzhou,Shijiazhuang,0.038333333,0.044
23-Jul,Zhangzhou,Xinyang,0.0375,0.043571429
23-Jul,Zhangzhou,Hengyang,0.039166667,0.043333333
23-Jul,Zhangzhou,Bozhou,0.036666667,0.043333333
23-Jul,Zhangzhou,Enshi,0.040833333,0.043333333
23-Jul,Zhangzhou,Zhoukou,0.05125,0.043125
23-Jul,Zhangzhou,Zhangjiakou,0.04,0.0425
23-Jul,Zhangzhou,Pingxiang,0.044117647,0.042142857
23-Jul,Zhangzhou,Yangzhou,0.033333333,0.042
23-Jul,Zhangzhou,Jinan,0.038181818,0.041666667
23-Jul,Zhangzhou,Xinzhou,0.03,0.04
23-Jul,Zhangzhou,Chuzhou,0.02,0.04
23-Jul,Zhangzhou,Heze,0.04125,0.04
23-Jul,Zhangzhou,Zhenjiang,0.03,0.04
23-Jul,Zhangzhou,Huangshi,0.035714286,0.04
23-Jul,Zhangzhou,Xuzhou,0.034,0.038
23-Jul,Zhangzhou,Huangshan,0.0475,0.038
23-Jul,Zhangzhou,Shaoyang,0.026666667,0.037777778
23-Jul,Zhangzhou,Jingzhou,0.033,0.037777778
23-Jul,Zhangzhou,Zhumadian,0.034285714,0.0375
23-Jul,Zhangzhou,Shangqiu,0.036,0.037
23-Jul,Zhangzhou,Yichang,0.033333333,0.036666667
23-Jul,Zhangzhou,Xuchang,0.03,0.036666667
23-Jul,Zhangzhou,Yongzhou,0.037777778,0.036666667
23-Jul,Zhangzhou,Xiangxi,0.042727273,0.03625
23-Jul,Zhangzhou,Xiangyang,0.04,0.035
23-Jul,Zhangzhou,Qingdao,0.038333333,0.035
23-Jul,Zhangzhou,Changde,0.04,0.033333333
23-Jul,Zhangzhou,Chizhou,0.033333333,0.033333333
23-Jul,Zhangzhou,Xiangtan,0.0275,0.033333333
23-Jul,Zhangzhou,Xiaogan,0.038,0.0325
23-Jul,Zhangzhou,Anqing,0.0325,0.031666667
23-Jul,Zhangzhou,Linyi,0.026666667,0.03
23-Jul,Zhangzhou,Weihai,0.02,0.03
23-Jul,Zhangzhou,Loudi,0.035,0.03
23-Jul,Zhangzhou,Xuancheng,0.03,0.03
23-Jul,Zhangzhou,Jining,0.03,0.03
23-Jul,Zhangzhou,Yantai,0.025,0.025
23-Jul,Zhangzhou,Yancheng,0.033333333,0.023333333
23-Jul,Zhangzhou,Xinxiang,0.04,0.02
23-Jul,Zhangzhou,Lianyungang,0.02,0.01
23-Jul,Nanping,Fuzhou,30.49764706,30.06647059
23-Jul,Nanping,Sanming,8.656470588,9.446470588
23-Jul,Nanping,Xiamen,7.814705882,7.383529412
23-Jul,Nanping,Ningde,5.605294118,5.978823529
23-Jul,Nanping,Quanzhou,5.630588235,4.879411765
23-Jul,Nanping,Shangrao,3.655294118,3.662941176
23-Jul,Nanping,Shanghai,3.022941176,3.215294118
23-Jul,Nanping,Lishui,2.625294118,2.523529412
23-Jul,Nanping,Zhangzhou,2.354705882,2.351764706
23-Jul,Nanping,Putian,1.918823529,1.950588235
23-Jul,Nanping,Fuzhou,1.891764706,1.86
23-Jul,Nanping,Hangzhou,1.800588235,1.831176471
23-Jul,Nanping,Quzhou,1.474705882,1.712941176
23-Jul,Nanping,Longyan,1.550588235,1.590588235
23-Jul,Nanping,Jinhua,1.442352941,1.385882353
23-Jul,Nanping,Nanchang,1.083529412,1.245294118
23-Jul,Nanping,Wenzhou,1.364705882,1.204117647
23-Jul,Nanping,Beijing,0.684705882,0.799411765
23-Jul,Nanping,Changsha,0.538235294,0.591764706
23-Jul,Nanping,Suzhou,0.638823529,0.588235294
23-Jul,Nanping,Ganzhou,0.48,0.508823529
23-Jul,Nanping,Yingtan,0.447058824,0.485882353
23-Jul,Nanping,Ningbo,0.445882353,0.454117647
23-Jul,Nanping,Nanjing,0.505294118,0.445294118
23-Jul,Nanping,Jiaxing,0.348235294,0.419411765
23-Jul,Nanping,Wuhan,0.385882353,0.395294118
23-Jul,Nanping,Yichun,0.438235294,0.388235294
23-Jul,Nanping,Shaoxing,0.361176471,0.386470588
23-Jul,Nanping,Taizhou,0.337647059,0.297647059
23-Jul,Nanping,Jingdezhen,0.262941176,0.285294118
23-Jul,Nanping,Jiujiang,0.291764706,0.269411765
23-Jul,Nanping,Wuxi,0.275882353,0.258235294
23-Jul,Nanping,Ji'an,0.236470588,0.255294118
23-Jul,Nanping,Hefei,0.254117647,0.253529412
23-Jul,Nanping,Huangshan,0.253529412,0.249411765
23-Jul,Nanping,Xi'an,0.165882353,0.224705882
23-Jul,Nanping,Huzhou,0.206470588,0.217647059
23-Jul,Nanping,Zhengzhou,0.134375,0.150588235
23-Jul,Nanping,Changzhou,0.155882353,0.138235294
23-Jul,Nanping,Nantong,0.110588235,0.111764706
23-Jul,Nanping,Jinan,0.094117647,0.102941176
23-Jul,Nanping,Qingdao,0.090588235,0.1
23-Jul,Nanping,Huanggang,0.104375,0.088823529
23-Jul,Nanping,Pingxiang,0.087333333,0.088125
23-Jul,Nanping,Tianjin,0.119411765,0.086470588
23-Jul,Nanping,Xuancheng,0.091764706,0.083529412
23-Jul,Nanping,Xinyu,0.07625,0.083333333
23-Jul,Nanping,Xuzhou,0.093529412,0.083333333
23-Jul,Nanping,Yangzhou,0.083076923,0.080769231
23-Jul,Nanping,Hengyang,0.07625,0.08
23-Jul,Nanping,Zhoushan,0.083846154,0.0775
23-Jul,Nanping,Fuyang,0.07375,0.074
23-Jul,Nanping,Yiyang,0.046666667,0.0725
23-Jul,Nanping,Jining,0.062222222,0.07125
23-Jul,Nanping,Zaozhuang,0.056666667,0.07
23-Jul,Nanping,Xiangyang,0.053333333,0.07
23-Jul,Nanping,Chizhou,0.07375,0.068181818
23-Jul,Nanping,Xiangtan,0.07,0.067777778
23-Jul,Nanping,Huangshi,0.05625,0.066923077
23-Jul,Nanping,Wuhu,0.098235294,0.066875
23-Jul,Nanping,Anqing,0.0825,0.066153846
23-Jul,Nanping,Zhenjiang,0.077142857,0.064666667
23-Jul,Nanping,Shangqiu,0.072666667,0.064444444
23-Jul,Nanping,Yantai,0.0575,0.064
23-Jul,Nanping,Shaoyang,0.051666667,0.063636364
23-Jul,Nanping,Taizhou,0.065833333,0.061111111
23-Jul,Nanping,Linyi,0.14,0.060714286
23-Jul,Nanping,Shijiazhuang,0.09875,0.06
23-Jul,Nanping,Zhoukou,0.055,0.06
23-Jul,Nanping,Chuzhou,0.071,0.059
23-Jul,Nanping,Yichang,0.0575,0.058571429
23-Jul,Nanping,Nanyang,0.100666667,0.058461538
23-Jul,Nanping,Xianning,0.043333333,0.058333333
23-Jul,Nanping,Luan,0.0525,0.057692308
23-Jul,Nanping,Weifang,0.058461538,0.0575
23-Jul,Nanping,Suqian,0.063,0.057142857
23-Jul,Nanping,Xinyang,0.054444444,0.057
23-Jul,Nanping,Zhuzhou,0.104545455,0.056666667
23-Jul,Nanping,Yancheng,0.09,0.056666667
23-Jul,Nanping,Huaihua,0.055555556,0.055833333
23-Jul,Nanping,Yueyang,0.058,0.055
23-Jul,Nanping,Luoyang,0.079166667,0.054615385
23-Jul,Nanping,Zhumadian,0.052857143,0.054285714
23-Jul,Nanping,Yongzhou,0.062,0.054
23-Jul,Nanping,Suzhou,0.051,0.053333333
23-Jul,Nanping,Heze,0.06,0.0525
23-Jul,Nanping,Jingzhou,0.0575,0.052
23-Jul,Nanping,Changde,0.058,0.051428571
23-Jul,Nanping,Tongling,0.05,0.05
23-Jul,Nanping,Taiyuan,0.05,0.05
23-Jul,Nanping,Xiaogan,0.055,0.05
23-Jul,Nanping,Langfang,0.043333333,0.05
23-Jul,Nanping,Zhangjiakou,0.083333333,0.05
23-Jul,Nanping,Xinxiang,0.058571429,0.05
23-Jul,Nanping,Rizhao,0.05,0.05
23-Jul,Nanping,Huainan,0.0525,0.05
23-Jul,Nanping,Liaocheng,0.043333333,0.05
23-Jul,Nanping,Bengbu,0.054615385,0.05
23-Jul,Nanping,Xingtai,0.09,0.05
23-Jul,Nanping,Handan,0.04,0.05
23-Jul,Nanping,Loudi,0.06,0.05
23-Jul,Nanping,Huai'an,0.063333333,0.05
23-Jul,Nanping,Weihai,0.07,0.047777778
23-Jul,Nanping,Bozhou,0.056,0.0475
23-Jul,Nanping,Chenzhou,0.045,0.047142857
23-Jul,Nanping,Dezhou,0.05,0.045
23-Jul,Nanping,Xiangxi,0.046666667,0.045
23-Jul,Nanping,Ma'anshan,0.058,0.045
23-Jul,Nanping,Lianyungang,0.05,0.043333333
23-Jul,Nanping,Enshi,0.07,0.042857143
23-Jul,Nanping,Kaifeng,0.04625,0.042
23-Jul,Nanping,Hengshui,0.09,0.04
23-Jul,Longyan,Xiamen,28.08823529,28.69294118
23-Jul,Longyan,Zhangzhou,12.75411765,13.41058824
23-Jul,Longyan,Quanzhou,8.774705882,8.388823529
23-Jul,Longyan,Fuzhou,8.291764706,7.972941176
23-Jul,Longyan,Sanming,6.993529412,7.03
23-Jul,Longyan,Ganzhou,5.651176471,5.201764706
23-Jul,Longyan,Nanping,1.455294118,1.522941176
23-Jul,Longyan,Putian,1.193529412,1.249411765
23-Jul,Longyan,Ningde,0.857647059,0.864705882
23-Jul,Longyan,Shanghai,0.818823529,0.841176471
23-Jul,Longyan,Beijing,0.659411765,0.611176471
23-Jul,Longyan,Nanchang,0.484117647,0.550588235
23-Jul,Longyan,Hangzhou,0.526470588,0.501764706
23-Jul,Longyan,Ji'an,0.437647059,0.469411765
23-Jul,Longyan,Changsha,0.474117647,0.454117647
23-Jul,Longyan,Fuzhou,0.291176471,0.303529412
23-Jul,Longyan,Shangrao,0.25,0.267058824
23-Jul,Longyan,Wuhan,0.247058824,0.254117647
23-Jul,Longyan,Wenzhou,0.265294118,0.232352941
23-Jul,Longyan,Nanjing,0.225882353,0.226470588
23-Jul,Longyan,Yichun,0.22,0.189411765
23-Jul,Longyan,Suzhou,0.203529412,0.174705882
23-Jul,Longyan,Jiujiang,0.161176471,0.150588235
23-Jul,Longyan,Jinhua,0.179411765,0.142352941
23-Jul,Longyan,Xi'an,0.180588235,0.141764706
23-Jul,Longyan,Hefei,0.143529412,0.124705882
23-Jul,Longyan,Ningbo,0.115294118,0.095882353
23-Jul,Longyan,Cangzhou,0.135,0.095
23-Jul,Longyan,Yingtan,0.082307692,0.089375
23-Jul,Longyan,Zhengzhou,0.09625,0.0875
23-Jul,Longyan,Wuhu,0.045,0.0825
23-Jul,Longyan,Chenzhou,0.094705882,0.07875
23-Jul,Longyan,Yangzhou,0.065,0.076
23-Jul,Longyan,Jiaxing,0.057058824,0.075882353
23-Jul,Longyan,Jingdezhen,0.064,0.075882353
23-Jul,Longyan,Pingxiang,0.0825,0.071764706
23-Jul,Longyan,Xianning,0.0425,0.07
23-Jul,Longyan,Taizhou,0.078235294,0.069411765
23-Jul,Longyan,Wuxi,0.064375,0.068235294
23-Jul,Longyan,Xiangtan,0.067272727,0.062857143
23-Jul,Longyan,Quzhou,0.062,0.062857143
23-Jul,Longyan,Shijiazhuang,0.078571429,0.062
23-Jul,Longyan,Yongzhou,0.051666667,0.060833333
23-Jul,Longyan,Lishui,0.084666667,0.06
23-Jul,Longyan,Xinyu,0.106666667,0.058666667
23-Jul,Longyan,Huaihua,0.046363636,0.056875
23-Jul,Longyan,Nanyang,0.058888889,0.056666667
23-Jul,Longyan,Yichang,0.04,0.056
23-Jul,Longyan,Taizhou,0.03,0.055
23-Jul,Longyan,Hengyang,0.058,0.054615385
23-Jul,Longyan,Enshi,0.05375,0.052857143
23-Jul,Longyan,Shaoyang,0.06,0.0525
23-Jul,Longyan,Shaoxing,0.064,0.0525
23-Jul,Longyan,Heze,0.06,0.052
23-Jul,Longyan,Huanggang,0.0525,0.051333333
23-Jul,Longyan,Shangqiu,0.0475,0.05
23-Jul,Longyan,Zhuzhou,0.080714286,0.05
23-Jul,Longyan,Changde,0.063333333,0.05
23-Jul,Longyan,Pingdingshan,0.03,0.05
23-Jul,Longyan,Chizhou,0.06,0.05
23-Jul,Longyan,Tai'an,0.055,0.05
23-Jul,Longyan,Hengshui,0.05,0.05
23-Jul,Longyan,Xinyang,0.036,0.05
23-Jul,Longyan,Yiyang,0.0575,0.05
23-Jul,Longyan,Fuyang,0.051111111,0.048888889
23-Jul,Longyan,Tianjin,0.074375,0.047857143
23-Jul,Longyan,Xuzhou,0.051,0.047692308
23-Jul,Longyan,Jingzhou,0.053333333,0.047142857
23-Jul,Longyan,Linyi,0.041428571,0.046666667
23-Jul,Longyan,Langfang,0.036666667,0.046666667
23-Jul,Longyan,Zhangjiakou,0.055714286,0.045555556
23-Jul,Longyan,Nantong,0.04,0.045
23-Jul,Longyan,Bengbu,0.0425,0.045
23-Jul,Longyan,Jinan,0.077142857,0.044615385
23-Jul,Longyan,Handan,0.044545455,0.044545455
23-Jul,Longyan,Yueyang,0.055833333,0.044444444
23-Jul,Longyan,Huzhou,0.051,0.044444444
23-Jul,Longyan,Zhoukou,0.047142857,0.044285714
23-Jul,Longyan,Changzhou,0.05,0.044285714
23-Jul,Longyan,Xiangyang,0.046,0.04375
23-Jul,Longyan,Qingdao,0.05,0.043333333
23-Jul,Longyan,Xiangxi,0.05625,0.043333333
23-Jul,Longyan,Jingmen,0.038333333,0.043333333
23-Jul,Longyan,Suzhou,0.044615385,0.042857143
23-Jul,Longyan,Loudi,0.047777778,0.042727273
23-Jul,Longyan,Xiaogan,0.05,0.042222222
23-Jul,Longyan,Huangshan,0.066,0.041111111
23-Jul,Longyan,Zhoushan,0.046,0.04
23-Jul,Longyan,Xingtai,0.02,0.04
23-Jul,Longyan,Taiyuan,0.033333333,0.038333333
23-Jul,Longyan,Anqing,0.05,0.0375
23-Jul,Longyan,Xinxiang,0.031666667,0.036666667
23-Jul,Longyan,Suizhou,0.035,0.036666667
23-Jul,Longyan,Baoding,0.044285714,0.033333333
23-Jul,Longyan,Luoyang,0.0425,0.033333333
23-Jul,Longyan,Zhenjiang,0.0375,0.033333333
23-Jul,Longyan,Huangshi,0.0575,0.033333333
23-Jul,Longyan,Bozhou,0.046666667,0.03
23-Jul,Longyan,Luan,0.07,0.03
23-Jul,Longyan,Weihai,0.05,0.03
23-Jul,Longyan,Xuancheng,0.05,0.03
23-Jul,Longyan,Kaifeng,0.05,0.03
23-Jul,Longyan,Jining,0.04,0.03
23-Jul,Longyan,Chuzhou,0.096666667,0.03
23-Jul,Longyan,Xuchang,0.08,0.03
23-Jul,Longyan,Lianyungang,0.045,0.03
23-Jul,Longyan,Ma'anshan,0.05,0.03
23-Jul,Longyan,Zhumadian,0.045,0.03
23-Jul,Longyan,Yantai,0.035,0.02
23-Jul,Longyan,Tongling,0.14,0.02
23-Jul,Ningde,Fuzhou,39.75470588,41.49470588
23-Jul,Ningde,Wenzhou,14.29823529,14.20352941
23-Jul,Ningde,Nanping,4.483529412,4.562352941
23-Jul,Ningde,Xiamen,4.674117647,4.463529412
23-Jul,Ningde,Quanzhou,4.173529412,3.787647059
23-Jul,Ningde,Shanghai,3.225294118,3.08
23-Jul,Ningde,Putian,1.842352941,1.712941176
23-Jul,Ningde,Hangzhou,1.757647059,1.625294118
23-Jul,Ningde,Zhangzhou,1.448823529,1.525294118
23-Jul,Ningde,Sanming,1.562352941,1.392941176
23-Jul,Ningde,Taizhou,1.340588235,1.263529412
23-Jul,Ningde,Jinhua,1.578823529,1.232352941
23-Jul,Ningde,Lishui,1.048823529,1.106470588
23-Jul,Ningde,Ningbo,1.210588235,1.103529412
23-Jul,Ningde,Longyan,0.687058824,0.731176471
23-Jul,Ningde,Suzhou,0.834117647,0.675882353
23-Jul,Ningde,Jiaxing,0.476470588,0.575294118
23-Jul,Ningde,Shaoxing,0.524705882,0.517058824
23-Jul,Ningde,Huzhou,0.466470588,0.507647059
23-Jul,Ningde,Shangrao,0.455882353,0.494117647
23-Jul,Ningde,Nanjing,0.507058824,0.430588235
23-Jul,Ningde,Beijing,0.495294118,0.428823529
23-Jul,Ningde,Nanchang,0.325882353,0.363529412
23-Jul,Ningde,Wuxi,0.393529412,0.343529412
23-Jul,Ningde,Changsha,0.267647059,0.310588235
23-Jul,Ningde,Zhoushan,0.264705882,0.287647059
23-Jul,Ningde,Quzhou,0.294117647,0.267058824
23-Jul,Ningde,Wuhan,0.265882353,0.244117647
23-Jul,Ningde,Ganzhou,0.231176471,0.23
23-Jul,Ningde,Changzhou,0.26,0.214117647
23-Jul,Ningde,Fuzhou,0.205882353,0.214117647
23-Jul,Ningde,Xi'an,0.162352941,0.166470588
23-Jul,Ningde,Yichun,0.147647059,0.15
23-Jul,Ningde,Jiujiang,0.147058824,0.141176471
23-Jul,Ningde,Jingdezhen,0.156875,0.129411765
23-Jul,Ningde,Nantong,0.146470588,0.128823529
23-Jul,Ningde,Hefei,0.137058824,0.127647059
23-Jul,Ningde,Zhengzhou,0.123529412,0.125882353
23-Jul,Ningde,Tianjin,0.099411765,0.102352941
23-Jul,Ningde,Ji'an,0.100588235,0.101764706
23-Jul,Ningde,Luoyang,0.118235294,0.1
23-Jul,Ningde,Huanggang,0.116470588,0.096470588
23-Jul,Ningde,Nanyang,0.09,0.087647059
23-Jul,Ningde,Qingdao,0.09625,0.085
23-Jul,Ningde,Xinxiang,0.04,0.08
23-Jul,Ningde,Taizhou,0.073571429,0.075294118
23-Jul,Ningde,Huangshan,0.0875,0.074615385
23-Jul,Ningde,Weihai,0.064,0.074
23-Jul,Ningde,Yancheng,0.06,0.071875
23-Jul,Ningde,Zhumadian,0.075294118,0.070666667
23-Jul,Ningde,Xianning,0.056666667,0.07
23-Jul,Ningde,Jinan,0.064285714,0.069333333
23-Jul,Ningde,Weifang,0.05,0.068
23-Jul,Ningde,Yantai,0.057777778,0.067857143
23-Jul,Ningde,Huaihua,0.047142857,0.066666667
23-Jul,Ningde,Zhoukou,0.061764706,0.065625
23-Jul,Ningde,Chizhou,0.043333333,0.065
23-Jul,Ningde,Yingtan,0.08625,0.064666667
23-Jul,Ningde,Anyang,0.06,0.064285714
23-Jul,Ningde,Xiangyang,0.057,0.064
