Month, ocity_name, dcity_name, Ratio of migration from B to A over total migration into A_monthly average, Ratio of migration from A to B over total migration out of A_monthly 
23-Jun,Jiujiang,Lishui,0.11625,0.106666667
23-Jun,Jiujiang,Jinan,0.145,0.105454545
23-Jun,Jiujiang,Putian,0.110909091,0.104444444
23-Jun,Jiujiang,Shijiazhuang,0.095,0.102857143
23-Jun,Jiujiang,Taiyuan,0.07,0.1
23-Jun,Jiujiang,Linyi,0.111,0.1
23-Jun,Jiujiang,Heze,0.096666667,0.1
23-Jun,Jiujiang,Bozhou,0.093333333,0.098571429
23-Jun,Jiujiang,Yancheng,0.1125,0.098333333
23-Jun,Jiujiang,Longyan,0.083333333,0.0975
23-Jun,Jiujiang,Zhoukou,0.11375,0.097
23-Jun,Jiujiang,Chuzhou,0.132727273,0.096666667
23-Jun,Jiujiang,Suqian,0.11,0.095
23-Jun,Jiujiang,Ningde,0.0825,0.094285714
23-Jun,Jiujiang,Loudi,0.096,0.093333333
23-Jun,Jiujiang,Jingmen,0.095454545,0.092222222
23-Jun,Jiujiang,Bengbu,0.1,0.091428571
23-Jun,Jiujiang,Shangqiu,0.105714286,0.09125
23-Jun,Jiujiang,Yongzhou,0.08,0.09
23-Jun,Jiujiang,Lianyungang,0.1,0.09
23-Jun,Jiujiang,Huai'an,0.086666667,0.088333333
23-Jun,Jiujiang,Yiyang,0.115714286,0.088333333
23-Jun,Jiujiang,Zhumadian,0.101818182,0.086666667
23-Jun,Jiujiang,Baoding,0.13,0.085
23-Jun,Jiujiang,Chenzhou,0.07,0.085
23-Jun,Jiujiang,Jining,0.112222222,0.084
23-Jun,Jiujiang,Suizhou,0.08,0.083333333
23-Jun,Jiujiang,Shaoyang,0.07,0.0825
23-Jun,Jiujiang,Luoyang,0.103333333,0.08
23-Jun,Jiujiang,Qinhuangdao,0.14,0.08
23-Jun,Jiujiang,Zhoushan,0.085,0.08
23-Jun,Jiujiang,Huainan,0.09,0.076
23-Jun,Jiujiang,Xiantao,0.06,0.075
23-Jun,Jiujiang,Handan,0.1,0.07
23-Jun,Xinyu,Yichun,30.81,29.71916667
23-Jun,Xinyu,Nanchang,18.09916667,16.98333333
23-Jun,Xinyu,Ji'an,12.20083333,12.9325
23-Jun,Xinyu,Pingxiang,3.9525,4.338333333
23-Jun,Xinyu,Ganzhou,2.95,3.524166667
23-Jun,Xinyu,Changsha,2.5875,3.240833333
23-Jun,Xinyu,Jiujiang,2.246666667,2.385
23-Jun,Xinyu,Shangrao,1.705833333,2.019166667
23-Jun,Xinyu,Fuzhou,1.881666667,1.981666667
23-Jun,Xinyu,Shanghai,1.439166667,1.316666667
23-Jun,Xinyu,Hangzhou,0.800833333,0.7425
23-Jun,Xinyu,Zhuzhou,0.595833333,0.7325
23-Jun,Xinyu,Yingtan,0.7025,0.679166667
23-Jun,Xinyu,Jingdezhen,0.821666667,0.673333333
23-Jun,Xinyu,Wuhan,0.7825,0.631666667
23-Jun,Xinyu,Jinhua,0.661666667,0.630833333
23-Jun,Xinyu,Wenzhou,0.606666667,0.55
23-Jun,Xinyu,Beijing,0.365833333,0.398333333
23-Jun,Xinyu,Xiangtan,0.349166667,0.390833333
23-Jun,Xinyu,Fuzhou,0.401666667,0.3875
23-Jun,Xinyu,Suzhou,0.401666667,0.330833333
23-Jun,Xinyu,Xiamen,0.293333333,0.3125
23-Jun,Xinyu,Hengyang,0.2725,0.3075
23-Jun,Xinyu,Ningbo,0.385833333,0.289166667
23-Jun,Xinyu,Nanjing,0.31,0.283333333
23-Jun,Xinyu,Quanzhou,0.273333333,0.265
23-Jun,Xinyu,Yueyang,0.265,0.2425
23-Jun,Xinyu,Baoding,0.09125,0.22
23-Jun,Xinyu,Jiaxing,0.221666667,0.215
23-Jun,Xinyu,Taizhou,0.256666667,0.199166667
23-Jun,Xinyu,Loudi,0.203333333,0.193333333
23-Jun,Xinyu,Chenzhou,0.229166667,0.183333333
23-Jun,Xinyu,Shaoxing,0.183333333,0.171666667
23-Jun,Xinyu,Yancheng,0.05,0.168
23-Jun,Xinyu,Hefei,0.189166667,0.1675
23-Jun,Xinyu,Zhangzhou,0.094545455,0.167272727
23-Jun,Xinyu,Huanggang,0.195833333,0.161666667
23-Jun,Xinyu,Nanping,0.111666667,0.155833333
23-Jun,Xinyu,Huangshan,0.098888889,0.148571429
23-Jun,Xinyu,Anqing,0.103636364,0.143333333
23-Jun,Xinyu,Luan,0.073333333,0.139
23-Jun,Xinyu,Quzhou,0.143333333,0.135
23-Jun,Xinyu,Shijiazhuang,0.075,0.13
23-Jun,Xinyu,Shaoyang,0.1125,0.126666667
23-Jun,Xinyu,Zhengzhou,0.11,0.125454545
23-Jun,Xinyu,Yiyang,0.137,0.12
23-Jun,Xinyu,Huangshi,0.145,0.115833333
23-Jun,Xinyu,Wuxi,0.145833333,0.115
23-Jun,Xinyu,Sanming,0.108,0.111666667
23-Jun,Xinyu,Xi'an,0.113333333,0.109090909
23-Jun,Xinyu,Xianning,0.105833333,0.1075
23-Jun,Xinyu,Yongzhou,0.078,0.098888889
23-Jun,Xinyu,Yichang,0.104285714,0.096
23-Jun,Xinyu,Changzhou,0.104166667,0.093333333
23-Jun,Xinyu,Qingdao,0.098888889,0.0925
23-Jun,Xinyu,Huaihua,0.096,0.091818182
23-Jun,Xinyu,Huzhou,0.078181818,0.091111111
23-Jun,Xinyu,Xinyang,0.068,0.09
23-Jun,Xinyu,Taiyuan,0.056666667,0.09
23-Jun,Xinyu,Changde,0.113333333,0.09
23-Jun,Xinyu,Zibo,0.05,0.09
23-Jun,Xinyu,Ma'anshan,0.11,0.09
23-Jun,Xinyu,Nantong,0.08375,0.084444444
23-Jun,Xinyu,Longyan,0.0925,0.083636364
23-Jun,Xinyu,Ningde,0.072857143,0.082857143
23-Jun,Xinyu,Xiangxi,0.076,0.080909091
23-Jun,Xinyu,Bozhou,0.09,0.08
23-Jun,Xinyu,Pingdingshan,0.106666667,0.08
23-Jun,Xinyu,Zhumadian,0.056,0.08
23-Jun,Xinyu,Wuhu,0.08,0.08
23-Jun,Xinyu,Xuzhou,0.071428571,0.078333333
23-Jun,Xinyu,Fuyang,0.083,0.0775
23-Jun,Xinyu,Lishui,0.08875,0.076
23-Jun,Xinyu,Suizhou,0.0675,0.076
23-Jun,Xinyu,Putian,0.079090909,0.072
23-Jun,Xinyu,Heze,0.097142857,0.071111111
23-Jun,Xinyu,Suqian,0.06,0.07
23-Jun,Xinyu,Weifang,0.03,0.07
23-Jun,Xinyu,Zhangjiakou,0.12,0.068
23-Jun,Xinyu,Xiangyang,0.07875,0.066666667
23-Jun,Xinyu,Tianjin,0.085454545,0.066666667
23-Jun,Xinyu,Xiaogan,0.06125,0.064285714
23-Jun,Xinyu,Jingzhou,0.06125,0.062857143
23-Jun,Xinyu,Suzhou,0.065,0.0625
23-Jun,Xinyu,Luoyang,0.063333333,0.062
23-Jun,Xinyu,Handan,0.072,0.06125
23-Jun,Xinyu,Nanyang,0.076666667,0.061111111
23-Jun,Xinyu,Tangshan,0.07,0.06
23-Jun,Xinyu,Jining,0.07,0.06
23-Jun,Xinyu,Xinxiang,0.065714286,0.06
23-Jun,Xinyu,Enshi,0.068333333,0.058571429
23-Jun,Xinyu,Linyi,0.0625,0.056666667
23-Jun,Xinyu,Chuzhou,0.0475,0.055
23-Jun,Xinyu,Jingmen,0.07,0.055
23-Jun,Xinyu,Jinan,0.086,0.054285714
23-Jun,Xinyu,Ezhou,0.062,0.0525
23-Jun,Xinyu,Xingtai,0.1,0.05
23-Jun,Xinyu,Shangqiu,0.07,0.05
23-Jun,Xinyu,Xuancheng,0.053333333,0.05
23-Jun,Xinyu,Yantai,0.07,0.05
23-Jun,Xinyu,Zhoushan,0.055,0.05
23-Jun,Xinyu,Yuncheng,0.08,0.05
23-Jun,Xinyu,Kaifeng,0.09,0.0475
23-Jun,Xinyu,Zhoukou,0.065,0.043333333
23-Jun,Xinyu,Chizhou,0.045,0.043333333
23-Jun,Xinyu,Yangzhou,0.055,0.0425
23-Jun,Xinyu,Taizhou,0.04,0.04
23-Jun,Xinyu,Jiaozuo,0.085,0.04
23-Jun,Xinyu,Shiyan,0.05,0.035
23-Jun,Yingtan,Shangrao,23.805,25.61916667
23-Jun,Yingtan,Nanchang,19.01166667,20.56916667
23-Jun,Yingtan,Fuzhou,11.74916667,11.38416667
23-Jun,Yingtan,Jinhua,3.736666667,3.75
23-Jun,Yingtan,Jingdezhen,2.6575,2.739166667
23-Jun,Yingtan,Hangzhou,2.450833333,2.244166667
23-Jun,Yingtan,Yichun,2.368333333,2.17
23-Jun,Yingtan,Shanghai,2.515,2.126666667
23-Jun,Yingtan,Jiujiang,2.029166667,1.913333333
23-Jun,Yingtan,Ganzhou,1.721666667,1.581666667
23-Jun,Yingtan,Ji'an,1.31,1.308333333
23-Jun,Yingtan,Fuzhou,1.399166667,1.183333333
23-Jun,Yingtan,Changsha,0.85,0.980833333
23-Jun,Yingtan,Wenzhou,1.044166667,0.908333333
23-Jun,Yingtan,Xiamen,0.806666667,0.791666667
23-Jun,Yingtan,Nanping,0.8575,0.789166667
23-Jun,Yingtan,Xinyu,0.774166667,0.789166667
23-Jun,Yingtan,Ningbo,0.9975,0.713333333
23-Jun,Yingtan,Pingxiang,0.549166667,0.668333333
23-Jun,Yingtan,Quzhou,0.570833333,0.625833333
23-Jun,Yingtan,Wuhan,0.674166667,0.619166667
23-Jun,Yingtan,Quanzhou,0.715,0.611666667
23-Jun,Yingtan,Suzhou,0.778333333,0.606666667
23-Jun,Yingtan,Shaoxing,0.619166667,0.580833333
23-Jun,Yingtan,Jiaxing,0.6325,0.461666667
23-Jun,Yingtan,Taizhou,0.476666667,0.444166667
23-Jun,Yingtan,Beijing,0.374166667,0.401666667
23-Jun,Yingtan,Nanjing,0.47,0.3925
23-Jun,Yingtan,Hefei,0.269166667,0.2625
23-Jun,Yingtan,Huangshan,0.135833333,0.2525
23-Jun,Yingtan,Yiyang,0.09,0.25
23-Jun,Yingtan,Wuxi,0.251666667,0.244166667
23-Jun,Yingtan,Huzhou,0.3575,0.2425
23-Jun,Yingtan,Zhuzhou,0.2125,0.239166667
23-Jun,Yingtan,Sanming,0.184166667,0.229166667
23-Jun,Yingtan,Lishui,0.228333333,0.210833333
23-Jun,Yingtan,Zhangzhou,0.211666667,0.205833333
23-Jun,Yingtan,Anqing,0.1525,0.178181818
23-Jun,Yingtan,Changzhou,0.187272727,0.176666667
23-Jun,Yingtan,Huanggang,0.183333333,0.174166667
23-Jun,Yingtan,Hengyang,0.149166667,0.159166667
23-Jun,Yingtan,Xi'an,0.1325,0.155
23-Jun,Yingtan,Huangshi,0.16,0.14
23-Jun,Yingtan,Xuzhou,0.138333333,0.133333333
23-Jun,Yingtan,Yichang,0.073333333,0.127142857
23-Jun,Yingtan,Zhengzhou,0.149166667,0.126363636
23-Jun,Yingtan,Ningde,0.145833333,0.125
23-Jun,Yingtan,Chizhou,0.085,0.122727273
23-Jun,Yingtan,Xiangtan,0.0975,0.1225
23-Jun,Yingtan,Qingdao,0.095714286,0.12
23-Jun,Yingtan,Zhenjiang,0.113333333,0.114444444
23-Jun,Yingtan,Xuancheng,0.092222222,0.111666667
23-Jun,Yingtan,Putian,0.154545455,0.109090909
23-Jun,Yingtan,Longyan,0.114545455,0.109
23-Jun,Yingtan,Nantong,0.144166667,0.107
23-Jun,Yingtan,Yueyang,0.091666667,0.104166667
23-Jun,Yingtan,Wuhu,0.1825,0.100833333
23-Jun,Yingtan,Taiyuan,0.04,0.1
23-Jun,Yingtan,Jingzhou,0.1025,0.1
23-Jun,Yingtan,Changde,0.071111111,0.099
23-Jun,Yingtan,Shaoyang,0.095,0.099
23-Jun,Yingtan,Xiaogan,0.0725,0.098
23-Jun,Yingtan,Huaihua,0.096,0.095555556
23-Jun,Yingtan,Nanyang,0.08,0.095
23-Jun,Yingtan,Luan,0.092,0.094444444
23-Jun,Yingtan,Xinyang,0.07875,0.093333333
23-Jun,Yingtan,Anyang,0.14,0.09
23-Jun,Yingtan,Jinan,0.100833333,0.089090909
23-Jun,Yingtan,Chenzhou,0.09375,0.0825
23-Jun,Yingtan,Loudi,0.0925,0.081666667
23-Jun,Yingtan,Shijiazhuang,0.077777778,0.081428571
23-Jun,Yingtan,Shangqiu,0.085,0.081111111
23-Jun,Yingtan,Jining,0.0625,0.08
23-Jun,Yingtan,Fuyang,0.093636364,0.079
23-Jun,Yingtan,Bozhou,0.106,0.077142857
23-Jun,Yingtan,Bengbu,0.078333333,0.075714286
23-Jun,Yingtan,Lianyungang,0.075,0.075
23-Jun,Yingtan,Huai'an,0.082,0.075
23-Jun,Yingtan,Yongzhou,0.086363636,0.072
23-Jun,Yingtan,Yancheng,0.11375,0.072
23-Jun,Yingtan,Pingdingshan,0.055,0.07
23-Jun,Yingtan,Enshi,0.09,0.07
23-Jun,Yingtan,Huainan,0.066666667,0.07
23-Jun,Yingtan,Tongling,0.094,0.068888889
23-Jun,Yingtan,Chuzhou,0.255833333,0.06875
23-Jun,Yingtan,Luoyang,0.068,0.068
23-Jun,Yingtan,Tianjin,0.104166667,0.0675
23-Jun,Yingtan,Xiangyang,0.08,0.06625
23-Jun,Yingtan,Xianning,0.0775,0.065
23-Jun,Yingtan,Ma'anshan,0.066666667,0.065
23-Jun,Yingtan,Baoding,0.09625,0.065
23-Jun,Yingtan,Taizhou,0.088888889,0.06375
23-Jun,Yingtan,Xinxiang,0.072,0.063333333
23-Jun,Yingtan,Suqian,0.07,0.0625
23-Jun,Yingtan,Linyi,0.114444444,0.062
23-Jun,Yingtan,Suzhou,0.0675,0.061666667
23-Jun,Yingtan,Hengshui,0.08,0.06
23-Jun,Yingtan,Zhangjiakou,0.06,0.058571429
23-Jun,Yingtan,Yantai,0.07,0.0575
23-Jun,Yingtan,Huaibei,0.05,0.056666667
23-Jun,Yingtan,Zhoushan,0.166,0.055
23-Jun,Yingtan,Ezhou,0.056666667,0.05
23-Jun,Yingtan,Suizhou,0.09,0.05
23-Jun,Yingtan,Yangzhou,0.098571429,0.05
23-Jun,Yingtan,Jingmen,0.1,0.05
23-Jun,Yingtan,Zhumadian,0.075,0.045
23-Jun,Yingtan,Zhoukou,0.075,0.045
23-Jun,Yingtan,Cangzhou,0.08,0.045
23-Jun,Yingtan,Weifang,0.08,0.045
23-Jun,Yingtan,Langfang,0.053333333,0.0425
23-Jun,Yingtan,Xiangxi,0.1,0.0425
23-Jun,Yingtan,Kaifeng,0.11,0.04
23-Jun,Yingtan,Handan,0.065,0.04
23-Jun,Ganzhou,Ji'an,10.9075,12.41166667
23-Jun,Ganzhou,Nanchang,11.01333333,9.770833333
23-Jun,Ganzhou,Fuzhou,3.4025,3.333333333
23-Jun,Ganzhou,Longyan,2.4025,2.786666667
23-Jun,Ganzhou,Yichun,2.623333333,2.449166667
23-Jun,Ganzhou,Xiamen,2.210833333,2.410833333
23-Jun,Ganzhou,Quanzhou,1.796666667,1.7575
23-Jun,Ganzhou,Jiujiang,1.8475,1.505833333
23-Jun,Ganzhou,Shangrao,1.274166667,1.354166667
23-Jun,Ganzhou,Sanming,1.004166667,1.14
23-Jun,Ganzhou,Chenzhou,1.07,1.134166667
23-Jun,Ganzhou,Zhangzhou,0.959166667,1.0825
23-Jun,Ganzhou,Changsha,0.885,1.051666667
23-Jun,Ganzhou,Shanghai,1.091666667,0.9325
23-Jun,Ganzhou,Hangzhou,0.8925,0.830833333
23-Jun,Ganzhou,Xinyu,1.02,0.826666667
23-Jun,Ganzhou,Pingxiang,0.8625,0.765
23-Jun,Ganzhou,Fuzhou,0.686666667,0.7425
23-Jun,Ganzhou,Wuhan,0.558333333,0.5975
23-Jun,Ganzhou,Beijing,0.454166667,0.525
23-Jun,Ganzhou,Jinhua,0.634166667,0.4825
23-Jun,Ganzhou,Yingtan,0.369166667,0.469166667
23-Jun,Ganzhou,Suzhou,0.539166667,0.431666667
23-Jun,Ganzhou,Jingdezhen,0.4575,0.365833333
23-Jun,Ganzhou,Ningbo,0.445,0.3475
23-Jun,Ganzhou,Hengyang,0.2975,0.326666667
23-Jun,Ganzhou,Wenzhou,0.434166667,0.295833333
23-Jun,Ganzhou,Jiaxing,0.331666667,0.281666667
23-Jun,Ganzhou,Nanjing,0.328333333,0.28
23-Jun,Ganzhou,Zhuzhou,0.223333333,0.273333333
23-Jun,Ganzhou,Hefei,0.258333333,0.229166667
23-Jun,Ganzhou,Nanping,0.215833333,0.2175
23-Jun,Ganzhou,Putian,0.189166667,0.215833333
23-Jun,Ganzhou,Huanggang,0.228333333,0.2
23-Jun,Ganzhou,Yongzhou,0.164166667,0.199166667
23-Jun,Ganzhou,Shaoyang,0.121818182,0.190833333
23-Jun,Ganzhou,Wuxi,0.240833333,0.1875
23-Jun,Ganzhou,Yueyang,0.118333333,0.175833333
23-Jun,Ganzhou,Quzhou,0.134166667,0.173333333
23-Jun,Ganzhou,Zhengzhou,0.159166667,0.17
23-Jun,Ganzhou,Xi'an,0.119166667,0.154166667
23-Jun,Ganzhou,Taizhou,0.1525,0.1425
23-Jun,Ganzhou,Huangshan,0.07,0.14
23-Jun,Ganzhou,Shaoxing,0.219166667,0.138333333
23-Jun,Ganzhou,Anqing,0.118333333,0.136666667
23-Jun,Ganzhou,Tianjin,0.15,0.135
23-Jun,Ganzhou,Xiangtan,0.086363636,0.134166667
23-Jun,Ganzhou,Changde,0.1025,0.1175
23-Jun,Ganzhou,Jinan,0.107777778,0.114545455
23-Jun,Ganzhou,Huangshi,0.1175,0.113333333
23-Jun,Ganzhou,Ningde,0.125,0.1125
23-Jun,Ganzhou,Xinyang,0.0925,0.111666667
23-Jun,Ganzhou,Loudi,0.106363636,0.11
23-Jun,Ganzhou,Huaihua,0.094285714,0.107272727
23-Jun,Ganzhou,Yiyang,0.111666667,0.103333333
23-Jun,Ganzhou,Linyi,0.095454545,0.1
23-Jun,Ganzhou,Yancheng,0.095,0.1
23-Jun,Ganzhou,Fuyang,0.093636364,0.099090909
23-Jun,Ganzhou,Xiangyang,0.0975,0.099
23-Jun,Ganzhou,Nantong,0.119166667,0.098571429
23-Jun,Ganzhou,Changzhou,0.16,0.095
23-Jun,Ganzhou,Huzhou,0.115833333,0.09
23-Jun,Ganzhou,Nanyang,0.13,0.088
23-Jun,Ganzhou,Yichang,0.075,0.0875
23-Jun,Ganzhou,Shangqiu,0.08125,0.085
23-Jun,Ganzhou,Xiangxi,0.13,0.085
23-Jun,Ganzhou,Qingdao,0.08875,0.0825
23-Jun,Ganzhou,Jingzhou,0.09,0.082
23-Jun,Ganzhou,Xianning,0.066666667,0.08
23-Jun,Ganzhou,Enshi,0.09,0.08
23-Jun,Ganzhou,Xuzhou,0.084545455,0.079
23-Jun,Ganzhou,Xiaogan,0.053333333,0.078
23-Jun,Ganzhou,Langfang,0.07,0.075
23-Jun,Ganzhou,Shijiazhuang,0.065,0.075
23-Jun,Ganzhou,Zhumadian,0.106666667,0.075
23-Jun,Ganzhou,Wuhu,0.084545455,0.07
23-Jun,Ganzhou,Zhoukou,0.093333333,0.068333333
23-Jun,Ganzhou,Lishui,0.0625,0.065
23-Jun,Ganzhou,Jining,0.13,0.065
23-Jun,Ganzhou,Zhenjiang,0.08125,0.06
23-Jun,Ganzhou,Luan,0.07,0.06
23-Jun,Ganzhou,Xuancheng,0.07,0.06
23-Jun,Ganzhou,Suzhou,0.08,0.06
23-Jun,Ganzhou,Chizhou,0.05,0.06
23-Jun,Ganzhou,Weifang,0.056666667,0.06
23-Jun,Ganzhou,Heze,0.115,0.06
23-Jun,Ganzhou,Chuzhou,0.066666667,0.04
23-Jun,Ji'an,Nanchang,18.7675,19.88166667
23-Jun,Ji'an,Ganzhou,16.41416667,16.84833333
23-Jun,Ji'an,Yichun,8.024166667,7.765
23-Jun,Ji'an,Xinyu,5.511666667,5.226666667
23-Jun,Ji'an,Fuzhou,3.304166667,3.445
23-Jun,Ji'an,Pingxiang,3.404166667,3.0125
23-Jun,Ji'an,Changsha,1.949166667,2.135833333
23-Jun,Ji'an,Jiujiang,2.145,1.984166667
23-Jun,Ji'an,Shangrao,1.1725,1.358333333
23-Jun,Ji'an,Zhuzhou,1.086666667,1.32
23-Jun,Ji'an,Shanghai,1.205,1.150833333
23-Jun,Ji'an,Hangzhou,0.891666667,0.9025
23-Jun,Ji'an,Chenzhou,0.908333333,0.875833333
23-Jun,Ji'an,Quanzhou,0.881666667,0.790833333
23-Jun,Ji'an,Xiamen,0.853333333,0.7625
23-Jun,Ji'an,Jinhua,0.718333333,0.705833333
23-Jun,Ji'an,Hengyang,0.603333333,0.685
23-Jun,Ji'an,Beijing,0.743333333,0.683333333
23-Jun,Ji'an,Wuhan,0.659166667,0.625833333
23-Jun,Ji'an,Yingtan,0.446666667,0.554166667
23-Jun,Ji'an,Ningbo,0.481666667,0.47
23-Jun,Ji'an,Suzhou,0.458333333,0.43
23-Jun,Ji'an,Jingdezhen,0.438333333,0.375833333
23-Jun,Ji'an,Wenzhou,0.431666667,0.370833333
23-Jun,Ji'an,Fuzhou,0.415,0.365
23-Jun,Ji'an,Xiangtan,0.308333333,0.33
23-Jun,Ji'an,Taizhou,0.331666667,0.325833333
23-Jun,Ji'an,Zhangzhou,0.264166667,0.283333333
23-Jun,Ji'an,Nanjing,0.315833333,0.275
23-Jun,Ji'an,Huanggang,0.275,0.264166667
23-Jun,Ji'an,Hefei,0.298333333,0.2475
23-Jun,Ji'an,Jiaxing,0.23,0.230833333
23-Jun,Ji'an,Longyan,0.210833333,0.229166667
23-Jun,Ji'an,Sanming,0.175833333,0.220833333
23-Jun,Ji'an,Shaoxing,0.2325,0.220833333
23-Jun,Ji'an,Qianjiang,0.2,0.22
23-Jun,Ji'an,Shaoyang,0.163333333,0.190833333
23-Jun,Ji'an,Yongzhou,0.230833333,0.186666667
23-Jun,Ji'an,Yueyang,0.219166667,0.185
23-Jun,Ji'an,Tai'an,0.14,0.18
23-Jun,Ji'an,Quzhou,0.14,0.176666667
23-Jun,Ji'an,Anqing,0.119166667,0.175
23-Jun,Ji'an,Zhengzhou,0.163333333,0.1675
23-Jun,Ji'an,Anyang,0.085,0.16
23-Jun,Ji'an,Loudi,0.150833333,0.1575
23-Jun,Ji'an,Xi'an,0.140833333,0.146666667
23-Jun,Ji'an,Huangshi,0.145,0.137272727
23-Jun,Ji'an,Nanping,0.133333333,0.136666667
23-Jun,Ji'an,Tianjin,0.155833333,0.135454545
23-Jun,Ji'an,Changde,0.154166667,0.131111111
23-Jun,Ji'an,Shangqiu,0.092,0.13
23-Jun,Ji'an,Jiyuan,0.14,0.13
23-Jun,Ji'an,Wuxi,0.123636364,0.124166667
23-Jun,Ji'an,Heze,0.126,0.122
23-Jun,Ji'an,Putian,0.145454545,0.121666667
23-Jun,Ji'an,Handan,0.095,0.115
23-Jun,Ji'an,Xinyang,0.112,0.11375
23-Jun,Ji'an,Ma'anshan,0.14,0.11
23-Jun,Ji'an,Zhangjiakou,0.08,0.1075
23-Jun,Ji'an,Huaihua,0.14,0.103333333
23-Jun,Ji'an,Huangshan,0.096,0.1025
23-Jun,Ji'an,Fuyang,0.094166667,0.1
23-Jun,Ji'an,Xiangxi,0.18,0.1
23-Jun,Ji'an,Baoding,0.075,0.096666667
23-Jun,Ji'an,Nanyang,0.086666667,0.096363636
23-Jun,Ji'an,Yiyang,0.159090909,0.095
23-Jun,Ji'an,Huzhou,0.11,0.094166667
23-Jun,Ji'an,Jinan,0.116,0.092
23-Jun,Ji'an,Xianning,0.099166667,0.091818182
23-Jun,Ji'an,Yichang,0.09,0.09
23-Jun,Ji'an,Cangzhou,0.36,0.09
23-Jun,Ji'an,Chuzhou,0.076,0.09
23-Jun,Ji'an,Langfang,0.115,0.088333333
23-Jun,Ji'an,Xuancheng,0.103333333,0.0875
23-Jun,Ji'an,Changzhou,0.097,0.087272727
23-Jun,Ji'an,Jingzhou,0.085,0.086666667
23-Jun,Ji'an,Nantong,0.078571429,0.085
23-Jun,Ji'an,Bengbu,0.125,0.085
23-Jun,Ji'an,Weifang,0.112857143,0.085
23-Jun,Ji'an,Qingdao,0.118181818,0.084
23-Jun,Ji'an,Shijiazhuang,0.085,0.082
23-Jun,Ji'an,Ningde,0.10375,0.081666667
23-Jun,Ji'an,Luan,0.11,0.08
23-Jun,Ji'an,Chizhou,0.161666667,0.08
23-Jun,Ji'an,Linyi,0.2025,0.079090909
23-Jun,Ji'an,Wuhu,0.08625,0.076666667
23-Jun,Ji'an,Huainan,0.09,0.075
23-Jun,Ji'an,Xuzhou,0.114166667,0.075
23-Jun,Ji'an,Xiaogan,0.07,0.07375
23-Jun,Ji'an,Lishui,0.084444444,0.07
23-Jun,Ji'an,Zhoukou,0.138333333,0.07
23-Jun,Ji'an,Kaifeng,0.14,0.07
23-Jun,Ji'an,Yangzhou,0.08,0.07
23-Jun,Ji'an,Taizhou,0.09,0.07
23-Jun,Ji'an,Luoyang,0.11,0.07
23-Jun,Ji'an,Jining,0.154,0.07
23-Jun,Ji'an,Xiangyang,0.07,0.066
23-Jun,Ji'an,Suzhou,0.08,0.065
23-Jun,Ji'an,Huai'an,0.1,0.06
23-Jun,Ji'an,Qinhuangdao,0.08,0.06
23-Jun,Ji'an,Ezhou,0.11,0.06
23-Jun,Ji'an,Zhumadian,0.14375,0.06
23-Jun,Ji'an,Zhenjiang,0.074,0.043333333
23-Jun,Ji'an,Zaozhuang,0.12,0.03
23-Jun,Yichun,Nanchang,39.14666667,37.66916667
23-Jun,Yichun,Xinyu,9.044166667,8.4475
23-Jun,Yichun,Changsha,5.304166667,5.778333333
23-Jun,Yichun,Ji'an,5.0075,5.524166667
23-Jun,Yichun,Pingxiang,5.521666667,5.515833333
23-Jun,Yichun,Jiujiang,3.456666667,3.566666667
23-Jun,Yichun,Ganzhou,2.325,2.633333333
23-Jun,Yichun,Fuzhou,2.51,2.414166667
23-Jun,Yichun,Shangrao,1.5025,1.77
23-Jun,Yichun,Shanghai,1.323333333,1.209166667
23-Jun,Yichun,Zhuzhou,0.849166667,0.901666667
23-Jun,Yichun,Hangzhou,0.776666667,0.795833333
23-Jun,Yichun,Jinhua,0.784166667,0.753333333
23-Jun,Yichun,Wuhan,0.695,0.7
23-Jun,Yichun,Yingtan,0.531666667,0.608333333
23-Jun,Yichun,Wenzhou,0.690833333,0.59
23-Jun,Yichun,Jingdezhen,0.5325,0.56
23-Jun,Yichun,Quanzhou,0.4825,0.455
23-Jun,Yichun,Huanggang,0.274166667,0.3925
23-Jun,Yichun,Xiamen,0.410833333,0.385
23-Jun,Yichun,Ningbo,0.383333333,0.3825
23-Jun,Yichun,Suzhou,0.405833333,0.3725
23-Jun,Yichun,Fuzhou,0.3725,0.3575
23-Jun,Yichun,Beijing,0.375,0.333333333
23-Jun,Yichun,Hengyang,0.2925,0.333333333
23-Jun,Yichun,Anqing,0.1425,0.330833333
23-Jun,Yichun,Xiangtan,0.306666667,0.325833333
23-Jun,Yichun,Taizhou,0.350833333,0.325
23-Jun,Yichun,Yueyang,0.305833333,0.310833333
23-Jun,Yichun,Nanjing,0.305,0.2775
23-Jun,Yichun,Chenzhou,0.293333333,0.25
23-Jun,Yichun,Nanping,0.201666667,0.239166667
23-Jun,Yichun,Quzhou,0.171666667,0.228333333
23-Jun,Yichun,Hefei,0.2325,0.220833333
23-Jun,Yichun,Huangshi,0.164166667,0.205833333
23-Jun,Yichun,Shaoxing,0.190833333,0.195
23-Jun,Yichun,Shaoyang,0.168333333,0.189166667
23-Jun,Yichun,Jiaxing,0.194166667,0.175833333
23-Jun,Yichun,Zhangzhou,0.144166667,0.168333333
23-Jun,Yichun,Sanming,0.1375,0.165
23-Jun,Yichun,Loudi,0.164166667,0.160833333
