ocity,ox,oy,dcity,dx,dy,strength(%%)
Yancheng,120.1829,33.509,Qinhuangdao,119.185,40.088,0.00442
Yancheng,120.1829,33.509,Ma'anshan,118.3651,31.637,0.03927
Yancheng,120.1829,33.509,Xiamen,118.1158,24.6765,0.00213
Yancheng,120.1829,33.509,Xingtai,114.8159,37.2126,0.00366
Yancheng,120.1829,33.509,Hebi,114.3109,35.7217,0.0
Yancheng,120.1829,33.509,Lianyungang,119.1336,34.5332,55.58
Yancheng,120.1829,33.509,Shangrao,117.4723,28.7734,0.0069
Yancheng,120.1829,33.509,Baoding,115.1706,39.0213,0.00445
Yancheng,120.1829,33.509,Yiyang,111.951,28.5751,0.08492
Yancheng,120.1829,33.509,Jinan,117.2148,36.6371,0.03381
Yancheng,120.1829,33.509,Shiyan,110.4423,32.4559,0.0
Yancheng,120.1829,33.509,Bengbu,117.3254,33.1086,0.05275
Yancheng,120.1829,33.509,Zhoushan,122.1858,30.0948,0.04218
Yancheng,120.1829,33.509,Yulin,109.5663,38.0378,0.0
Yancheng,120.1829,33.509,Yan'an,109.3152,36.4372,0.0
Yancheng,120.1829,33.509,Taizhou,121.1108,28.7727,0.11548
Yancheng,120.1829,33.509,Wenzhou,120.4404,27.9037,0.04559
Yancheng,120.1829,33.509,Lishui,119.5117,28.1993,0.00534
Yancheng,120.1829,33.509,Ningde,119.4734,26.9749,0.0
Yancheng,120.1829,33.509,Tongling,117.5561,30.8842,0.00858
Yancheng,120.1829,33.509,Jingzhou,112.57,29.9959,0.0042
Yancheng,120.1829,33.509,Huaibei,116.7435,33.7266,0.01548
Yancheng,120.1829,33.509,Yantai,120.8006,37.2408,0.04947
Yancheng,120.1829,33.509,Xiaogan,113.8793,31.1183,0.0
Yancheng,120.1829,33.509,Wuxi,120.0758,31.5264,15.90714
Yancheng,120.1829,33.509,Pingdingshan,113.0118,33.7954,0.0054
Yancheng,120.1829,33.509,Suizhou,113.4241,31.8284,0.0
Yancheng,120.1829,33.509,Xuchang,113.7096,34.0726,0.00499
Yancheng,120.1829,33.509,Suqian,118.5202,33.7842,3.97746
Yancheng,120.1829,33.509,Tangshan,118.3359,39.7212,0.00442
Yancheng,120.1829,33.509,Nanchang,116.019,28.6493,0.00827
Yancheng,120.1829,33.509,Pingxiang,113.9025,27.5116,0.0
Yancheng,120.1829,33.509,Changzhi,112.9168,36.4753,0.0
Yancheng,120.1829,33.509,Huai'an,118.9638,33.3529,32.33477
Yancheng,120.1829,33.509,Xinyang,114.8839,32.0812,0.00821
Yancheng,120.1829,33.509,Yangzhou,119.4742,32.7382,10.42899
Yancheng,120.1829,33.509,Yichun,114.9727,28.3061,0.00416
Yancheng,120.1829,33.509,Baoji,107.2,34.3788,0.00248
Yancheng,120.1829,33.509,Datong,113.7223,39.8995,0.0
Yancheng,120.1829,33.509,Chuzhou,118.1026,32.5442,0.23354
Yancheng,120.1829,33.509,Jincheng,112.7076,35.6106,0.00492
Yancheng,120.1829,33.509,Rizhao,119.1351,35.583,0.41273
Yancheng,120.1829,33.509,Jinhua,119.9521,29.1183,0.05301
Yancheng,120.1829,33.509,Longyan,116.7387,25.2928,0.0
Yancheng,120.1829,33.509,Ningbo,121.4607,29.7424,0.17261
Yancheng,120.1829,33.509,Putian,118.8895,25.4509,0.0
Yancheng,120.1829,33.509,Changsha,113.1531,28.2269,0.0
Yancheng,120.1829,33.509,Xiangtan,112.6027,27.7316,0.0
Yancheng,120.1829,33.509,Weinan,109.8508,34.95,0.003
Yancheng,120.1829,33.509,Zaozhuang,117.3933,34.916,0.03795
Yancheng,120.1829,33.509,Shangqiu,115.6982,34.2884,0.0634
Yancheng,120.1829,33.509,Jinzhong,112.9632,37.3273,0.0
Yancheng,120.1829,33.509,Liaocheng,115.8806,36.4585,0.00749
Yancheng,120.1829,33.509,Xianning,114.1752,29.6236,0.0066
Yancheng,120.1829,33.509,Changzhou,119.6372,31.6253,4.83611
Yancheng,120.1829,33.509,Kaifeng,114.5355,34.604,0.0096
Yancheng,120.1829,33.509,Tianjin,117.334,39.2934,0.0233
Yancheng,120.1829,33.509,Zhenjiang,119.4536,32.0167,1.46285
Yancheng,120.1829,33.509,Suzhou,117.2108,33.8587,0.09148
Yancheng,120.1829,33.509,Yangquan,113.499,38.0635,0.0
Yancheng,120.1829,33.509,Chizhou,117.3656,30.2838,0.02202
Yancheng,120.1829,33.509,Binzhou,117.8377,37.5316,0.01188
Yancheng,120.1829,33.509,Sanming,117.3959,26.2987,0.0
Yancheng,120.1829,33.509,Shuozhou,112.6415,39.6173,0.0
Yancheng,120.1829,33.509,Cangzhou,116.7533,38.2668,0.00507
Yancheng,120.1829,33.509,Shanghai,121.4691,31.2401,17.6163
Yancheng,120.1829,33.509,Qianjiang,112.7561,30.339,0.0
Xinxiang,114.0885,35.2621,Tai'an,117.0258,36.001,0.04717
Xinxiang,114.0885,35.2621,Xiangxi,109.7269,28.6947,0.0
Xinxiang,114.0885,35.2621,Taizhou,120.0567,32.5714,0.0
Xinxiang,114.0885,35.2621,Chenzhou,113.1367,25.8147,0.0
Xinxiang,114.0885,35.2621,Ankang,108.9265,32.7572,0.0
Xinxiang,114.0885,35.2621,Luohe,113.8999,33.6557,0.7676
Xinxiang,114.0885,35.2621,Linyi,118.2805,35.3091,0.04023
Xinxiang,114.0885,35.2621,Yancheng,120.1829,33.509,0.01048
Xinxiang,114.0885,35.2621,Xinxiang,114.0885,35.2621,0.0
Xinxiang,114.0885,35.2621,Jingmen,112.6083,31.069,0.0
Xinxiang,114.0885,35.2621,Hengyang,112.5744,26.7944,0.0
Xinxiang,114.0885,35.2621,Zhumadian,114.1509,32.9234,1.25067
Xinxiang,114.0885,35.2621,Yingtan,117.1086,28.224,0.0
Xinxiang,114.0885,35.2621,Huangshi,115.0253,29.9268,0.0
Xinxiang,114.0885,35.2621,Sanmenxia,111.1059,34.3609,0.57505
Xinxiang,114.0885,35.2621,Luan,116.2297,31.66,0.00639
Xinxiang,114.0885,35.2621,Zhuzhou,113.5164,27.1198,0.0
Xinxiang,114.0885,35.2621,Shangluo,109.9013,33.6471,0.0
Xinxiang,114.0885,35.2621,Luoyang,112.0312,34.2911,6.25696
Xinxiang,114.0885,35.2621,Xinyu,114.8526,27.8452,0.0
Xinxiang,114.0885,35.2621,Anqing,116.4867,30.576,0.0
Xinxiang,114.0885,35.2621,Beijing,116.4123,40.1855,0.33051
Xinxiang,114.0885,35.2621,Zhangjiakou,115.0324,40.8651,0.01574
Xinxiang,114.0885,35.2621,Xuancheng,118.8522,30.6862,0.0
Xinxiang,114.0885,35.2621,Xiangyang,111.9371,31.9307,0.01942
Xinxiang,114.0885,35.2621,Shaoxing,120.6365,29.7352,0.0
Xinxiang,114.0885,35.2621,Huanggang,115.3397,30.7159,0.00602
Xinxiang,114.0885,35.2621,Hengshui,115.8232,37.7625,0.01744
Xinxiang,114.0885,35.2621,Weihai,121.9831,37.1203,0.09554
Xinxiang,114.0885,35.2621,Heze,115.6924,35.1504,1.58419
Xinxiang,114.0885,35.2621,Zhangjiajie,110.5256,29.3936,0.0
Xinxiang,114.0885,35.2621,Quanzhou,118.2573,25.2001,0.0
Xinxiang,114.0885,35.2621,Huainan,116.7684,32.472,0.0
Xinxiang,114.0885,35.2621,Yichang,111.1352,30.7469,0.01348
Xinxiang,114.0885,35.2621,Bozhou,116.1807,33.4355,0.03155
Xinxiang,114.0885,35.2621,Zhengzhou,113.469,34.6279,296.43505
Xinxiang,114.0885,35.2621,Zibo,118.0533,36.6077,0.04017
Xinxiang,114.0885,35.2621,Shaoyang,110.8747,26.9136,0.0
Xinxiang,114.0885,35.2621,Anyang,114.3538,35.8764,111.2274
Xinxiang,114.0885,35.2621,Taiyuan,112.3161,37.9592,0.03809
Xinxiang,114.0885,35.2621,Xuzhou,117.5166,34.3561,0.04954
Xinxiang,114.0885,35.2621,Dezhou,116.6464,37.2477,0.01188
Xinxiang,114.0885,35.2621,Puyang,115.2825,35.8085,7.76952
Xinxiang,114.0885,35.2621,Ezhou,114.7558,30.3287,0.0
Xinxiang,114.0885,35.2621,Hanzhong,107.1015,33.0906,0.0
Xinxiang,114.0885,35.2621,Hangzhou,119.47,29.9003,0.0246
Xinxiang,114.0885,35.2621,Ji'an,114.8247,26.9736,0.0
Xinxiang,114.0885,35.2621,Jiyuan,112.3919,35.1003,2.26174
Xinxiang,114.0885,35.2621,Zhoukou,114.8778,33.7218,2.14035
Xinxiang,114.0885,35.2621,Jingdezhen,117.27,29.3073,0.0
Xinxiang,114.0885,35.2621,Zhangzhou,117.443,24.3664,0.0
Xinxiang,114.0885,35.2621,Nanping,118.1421,27.339,0.0
Xinxiang,114.0885,35.2621,Langfang,116.628,39.2592,0.0105
Xinxiang,114.0885,35.2621,Loudi,111.6143,27.7392,0.0
Xinxiang,114.0885,35.2621,Qingdao,120.1426,36.4532,0.12167
Xinxiang,114.0885,35.2621,Huzhou,119.8687,30.7444,0.00782
Xinxiang,114.0885,35.2621,Shennongjia,110.4747,31.5904,0.0
Xinxiang,114.0885,35.2621,Yueyang,113.2545,29.0653,0.00414
Xinxiang,114.0885,35.2621,Enshi,109.549,30.1916,0.0
Xinxiang,114.0885,35.2621,Linfen,111.3769,36.2269,0.13116
Xinxiang,114.0885,35.2621,Weifang,119.0711,36.5456,0.02667
Xinxiang,114.0885,35.2621,Lvliang,111.2632,37.6785,0.00966
Xinxiang,114.0885,35.2621,Jiaxing,120.8034,30.6165,0.00756
Xinxiang,114.0885,35.2621,Xianyang,108.3905,34.7845,0.00794
Xinxiang,114.0885,35.2621,Fuzhou,119.1803,26.0497,0.0
Xinxiang,114.0885,35.2621,Tongchuan,109.0322,35.1957,0.0
Xinxiang,114.0885,35.2621,Nanjing,118.8425,31.9276,0.03024
Xinxiang,114.0885,35.2621,Wuhan,114.343,30.6236,0.06599
Xinxiang,114.0885,35.2621,Handan,114.5421,36.553,0.47954
Xinxiang,114.0885,35.2621,Dongying,118.6016,37.6222,0.01303
Xinxiang,114.0885,35.2621,Hefei,117.3558,31.7634,0.01737
Xinxiang,114.0885,35.2621,Jining,116.735,35.3685,0.09291
Xinxiang,114.0885,35.2621,Xi'an,108.7919,34.1069,0.15251
Xinxiang,114.0885,35.2621,Fuyang,115.7038,32.9173,0.0446
Xinxiang,114.0885,35.2621,Jiujiang,115.4527,29.3218,0.01016
Xinxiang,114.0885,35.2621,Yuncheng,111.0634,35.1866,0.09461
Xinxiang,114.0885,35.2621,Changde,111.5195,29.3001,0.0
Xinxiang,114.0885,35.2621,Nantong,121.0218,32.186,0.01085
Xinxiang,114.0885,35.2621,Huangshan,118.0711,29.9066,0.0
Xinxiang,114.0885,35.2621,Xinzhou,112.4074,38.8819,0.02394
Xinxiang,114.0885,35.2621,Xiantao,113.3751,30.2901,0.0
Xinxiang,114.0885,35.2621,Suzhou,120.6516,31.3813,0.0
Xinxiang,114.0885,35.2621,Tianmen,113.1118,30.6449,0.0
Xinxiang,114.0885,35.2621,Chengde,117.5486,41.3476,0.0
Xinxiang,114.0885,35.2621,Fuzhou,116.4343,27.51,0.0
Xinxiang,114.0885,35.2621,Huaihua,110.0754,27.5489,0.0
Xinxiang,114.0885,35.2621,Shijiazhuang,114.4399,38.1313,0.12091
Xinxiang,114.0885,35.2621,Jiaozuo,113.1291,35.1169,112.99324
Xinxiang,114.0885,35.2621,Nanyang,112.2845,33.0427,1.5554
Xinxiang,114.0885,35.2621,Yongzhou,111.7294,25.7747,0.0
Xinxiang,114.0885,35.2621,Wuhu,118.1346,31.1627,0.00724
Xinxiang,114.0885,35.2621,Ganzhou,115.273,25.7088,0.0
Xinxiang,114.0885,35.2621,Quzhou,118.6747,28.9345,0.0
Xinxiang,114.0885,35.2621,Qinhuangdao,119.185,40.088,0.01404
Xinxiang,114.0885,35.2621,Ma'anshan,118.3651,31.637,0.0
Xinxiang,114.0885,35.2621,Xiamen,118.1158,24.6765,0.0
Xinxiang,114.0885,35.2621,Xingtai,114.8159,37.2126,0.06612
Xinxiang,114.0885,35.2621,Hebi,114.3109,35.7217,42.09942
Xinxiang,114.0885,35.2621,Lianyungang,119.1336,34.5332,0.01609
Xinxiang,114.0885,35.2621,Shangrao,117.4723,28.7734,0.0
Xinxiang,114.0885,35.2621,Baoding,115.1706,39.0213,0.04953
Xinxiang,114.0885,35.2621,Yiyang,111.951,28.5751,0.0
Xinxiang,114.0885,35.2621,Jinan,117.2148,36.6371,0.04225
Xinxiang,114.0885,35.2621,Shiyan,110.4423,32.4559,0.0144
Xinxiang,114.0885,35.2621,Bengbu,117.3254,33.1086,0.00842
Xinxiang,114.0885,35.2621,Zhoushan,122.1858,30.0948,0.01804
Xinxiang,114.0885,35.2621,Yulin,109.5663,38.0378,0.01249
Xinxiang,114.0885,35.2621,Yan'an,109.3152,36.4372,0.02136
Xinxiang,114.0885,35.2621,Taizhou,121.1108,28.7727,0.00706
Xinxiang,114.0885,35.2621,Wenzhou,120.4404,27.9037,0.0
Xinxiang,114.0885,35.2621,Lishui,119.5117,28.1993,0.0
Xinxiang,114.0885,35.2621,Ningde,119.4734,26.9749,0.0
Xinxiang,114.0885,35.2621,Tongling,117.5561,30.8842,0.0
Xinxiang,114.0885,35.2621,Jingzhou,112.57,29.9959,0.00498
Xinxiang,114.0885,35.2621,Huaibei,116.7435,33.7266,0.0
Xinxiang,114.0885,35.2621,Yantai,120.8006,37.2408,0.09832
Xinxiang,114.0885,35.2621,Xiaogan,113.8793,31.1183,0.01144
Xinxiang,114.0885,35.2621,Wuxi,120.0758,31.5264,0.01271
Xinxiang,114.0885,35.2621,Pingdingshan,113.0118,33.7954,1.59536
Xinxiang,114.0885,35.2621,Suizhou,113.4241,31.8284,0.0
Xinxiang,114.0885,35.2621,Xuchang,113.7096,34.0726,2.06895
Xinxiang,114.0885,35.2621,Suqian,118.5202,33.7842,0.00713
Xinxiang,114.0885,35.2621,Tangshan,118.3359,39.7212,0.016
Xinxiang,114.0885,35.2621,Nanchang,116.019,28.6493,0.0
Xinxiang,114.0885,35.2621,Pingxiang,113.9025,27.5116,0.0
Xinxiang,114.0885,35.2621,Changzhi,112.9168,36.4753,1.23961
Xinxiang,114.0885,35.2621,Huai'an,118.9638,33.3529,0.00819
Xinxiang,114.0885,35.2621,Xinyang,114.8839,32.0812,0.78234
Xinxiang,114.0885,35.2621,Yangzhou,119.4742,32.7382,0.0209
Xinxiang,114.0885,35.2621,Yichun,114.9727,28.3061,0.0
Xinxiang,114.0885,35.2621,Baoji,107.2,34.3788,0.0
Xinxiang,114.0885,35.2621,Datong,113.7223,39.8995,0.00755
Xinxiang,114.0885,35.2621,Chuzhou,118.1026,32.5442,0.00804
Xinxiang,114.0885,35.2621,Jincheng,112.7076,35.6106,14.8599
Xinxiang,114.0885,35.2621,Rizhao,119.1351,35.583,0.56129
Xinxiang,114.0885,35.2621,Jinhua,119.9521,29.1183,0.0
Xinxiang,114.0885,35.2621,Longyan,116.7387,25.2928,0.0
Xinxiang,114.0885,35.2621,Ningbo,121.4607,29.7424,0.02146
Xinxiang,114.0885,35.2621,Putian,118.8895,25.4509,0.0
Xinxiang,114.0885,35.2621,Changsha,113.1531,28.2269,0.01411
Xinxiang,114.0885,35.2621,Xiangtan,112.6027,27.7316,0.0
Xinxiang,114.0885,35.2621,Weinan,109.8508,34.95,0.01823
Xinxiang,114.0885,35.2621,Zaozhuang,117.3933,34.916,0.01449
Xinxiang,114.0885,35.2621,Shangqiu,115.6982,34.2884,3.111
Xinxiang,114.0885,35.2621,Jinzhong,112.9632,37.3273,0.03095
Xinxiang,114.0885,35.2621,Liaocheng,115.8806,36.4585,0.13124
Xinxiang,114.0885,35.2621,Xianning,114.1752,29.6236,0.0
Xinxiang,114.0885,35.2621,Changzhou,119.6372,31.6253,0.00984
Xinxiang,114.0885,35.2621,Kaifeng,114.5355,34.604,20.09891
Xinxiang,114.0885,35.2621,Tianjin,117.334,39.2934,0.06656
Xinxiang,114.0885,35.2621,Zhenjiang,119.4536,32.0167,0.0
Xinxiang,114.0885,35.2621,Suzhou,117.2108,33.8587,0.00983
Xinxiang,114.0885,35.2621,Yangquan,113.499,38.0635,0.0
Xinxiang,114.0885,35.2621,Chizhou,117.3656,30.2838,0.0
Xinxiang,114.0885,35.2621,Binzhou,117.8377,37.5316,0.01548
Xinxiang,114.0885,35.2621,Sanming,117.3959,26.2987,0.0
Xinxiang,114.0885,35.2621,Shuozhou,112.6415,39.6173,0.0
Xinxiang,114.0885,35.2621,Cangzhou,116.7533,38.2668,0.03683
Xinxiang,114.0885,35.2621,Shanghai,121.4691,31.2401,0.0
Xinxiang,114.0885,35.2621,Qianjiang,112.7561,30.339,0.0
Jingmen,112.6083,31.069,Tai'an,117.0258,36.001,0.0
Jingmen,112.6083,31.069,Xiangxi,109.7269,28.6947,0.02457
Jingmen,112.6083,31.069,Taizhou,120.0567,32.5714,0.0
Jingmen,112.6083,31.069,Chenzhou,113.1367,25.8147,0.00611
Jingmen,112.6083,31.069,Ankang,108.9265,32.7572,0.0125
Jingmen,112.6083,31.069,Luohe,113.8999,33.6557,0.00477
Jingmen,112.6083,31.069,Linyi,118.2805,35.3091,0.0
Jingmen,112.6083,31.069,Yancheng,120.1829,33.509,0.0
Jingmen,112.6083,31.069,Xinxiang,114.0885,35.2621,0.0
Jingmen,112.6083,31.069,Jingmen,112.6083,31.069,0.0
Jingmen,112.6083,31.069,Hengyang,112.5744,26.7944,0.01106
Jingmen,112.6083,31.069,Zhumadian,114.1509,32.9234,0.02773
Jingmen,112.6083,31.069,Yingtan,117.1086,28.224,0.0
Jingmen,112.6083,31.069,Huangshi,115.0253,29.9268,0.17521
Jingmen,112.6083,31.069,Sanmenxia,111.1059,34.3609,0.0072
Jingmen,112.6083,31.069,Luan,116.2297,31.66,0.00525
Jingmen,112.6083,31.069,Zhuzhou,113.5164,27.1198,0.00769
Jingmen,112.6083,31.069,Shangluo,109.9013,33.6471,0.0
Jingmen,112.6083,31.069,Luoyang,112.0312,34.2911,0.01809
Jingmen,112.6083,31.069,Xinyu,114.8526,27.8452,0.0
Jingmen,112.6083,31.069,Anqing,116.4867,30.576,0.00648
Jingmen,112.6083,31.069,Beijing,116.4123,40.1855,0.0
Jingmen,112.6083,31.069,Zhangjiakou,115.0324,40.8651,0.06653
Jingmen,112.6083,31.069,Xuancheng,118.8522,30.6862,0.0
Jingmen,112.6083,31.069,Xiangyang,111.9371,31.9307,42.00161
Jingmen,112.6083,31.069,Shaoxing,120.6365,29.7352,0.0
Jingmen,112.6083,31.069,Huanggang,115.3397,30.7159,0.32206
Jingmen,112.6083,31.069,Hengshui,115.8232,37.7625,0.0
Jingmen,112.6083,31.069,Weihai,121.9831,37.1203,0.0
Jingmen,112.6083,31.069,Heze,115.6924,35.1504,0.0
Jingmen,112.6083,31.069,Zhangjiajie,110.5256,29.3936,0.0
Jingmen,112.6083,31.069,Quanzhou,118.2573,25.2001,0.0
Jingmen,112.6083,31.069,Huainan,116.7684,32.472,0.0
Jingmen,112.6083,31.069,Yichang,111.1352,30.7469,49.2645
Jingmen,112.6083,31.069,Bozhou,116.1807,33.4355,0.0
Jingmen,112.6083,31.069,Zhengzhou,113.469,34.6279,0.0
Jingmen,112.6083,31.069,Zibo,118.0533,36.6077,0.0
Jingmen,112.6083,31.069,Shaoyang,110.8747,26.9136,0.00546
Jingmen,112.6083,31.069,Anyang,114.3538,35.8764,0.0
Jingmen,112.6083,31.069,Taiyuan,112.3161,37.9592,0.0
Jingmen,112.6083,31.069,Xuzhou,117.5166,34.3561,0.0
Jingmen,112.6083,31.069,Dezhou,116.6464,37.2477,0.0
Jingmen,112.6083,31.069,Puyang,115.2825,35.8085,0.0
Jingmen,112.6083,31.069,Ezhou,114.7558,30.3287,0.11403
Jingmen,112.6083,31.069,Hanzhong,107.1015,33.0906,0.0
Jingmen,112.6083,31.069,Hangzhou,119.47,29.9003,0.0
Jingmen,112.6083,31.069,Ji'an,114.8247,26.9736,0.00632
Jingmen,112.6083,31.069,Jiyuan,112.3919,35.1003,0.0
Jingmen,112.6083,31.069,Zhoukou,114.8778,33.7218,0.0
Jingmen,112.6083,31.069,Jingdezhen,117.27,29.3073,0.0048
Jingmen,112.6083,31.069,Zhangzhou,117.443,24.3664,0.0
Jingmen,112.6083,31.069,Nanping,118.1421,27.339,0.0
Jingmen,112.6083,31.069,Langfang,116.628,39.2592,0.0
Jingmen,112.6083,31.069,Loudi,111.6143,27.7392,0.00374
Jingmen,112.6083,31.069,Qingdao,120.1426,36.4532,0.0
Jingmen,112.6083,31.069,Huzhou,119.8687,30.7444,0.00249
Jingmen,112.6083,31.069,Shennongjia,110.4747,31.5904,0.79033
Jingmen,112.6083,31.069,Yueyang,113.2545,29.0653,0.08265
Jingmen,112.6083,31.069,Enshi,109.549,30.1916,1.90849
Jingmen,112.6083,31.069,Linfen,111.3769,36.2269,0.0
Jingmen,112.6083,31.069,Weifang,119.0711,36.5456,0.0
Jingmen,112.6083,31.069,Lvliang,111.2632,37.6785,0.0
Jingmen,112.6083,31.069,Jiaxing,120.8034,30.6165,0.0
Jingmen,112.6083,31.069,Xianyang,108.3905,34.7845,0.0
Jingmen,112.6083,31.069,Fuzhou,119.1803,26.0497,0.0
Jingmen,112.6083,31.069,Tongchuan,109.0322,35.1957,0.0
Jingmen,112.6083,31.069,Nanjing,118.8425,31.9276,0.0
Jingmen,112.6083,31.069,Wuhan,114.343,30.6236,68.68497
Jingmen,112.6083,31.069,Handan,114.5421,36.553,0.0
Jingmen,112.6083,31.069,Dongying,118.6016,37.6222,0.0
Jingmen,112.6083,31.069,Hefei,117.3558,31.7634,0.0
Jingmen,112.6083,31.069,Jining,116.735,35.3685,0.0
Jingmen,112.6083,31.069,Xi'an,108.7919,34.1069,0.0
Jingmen,112.6083,31.069,Fuyang,115.7038,32.9173,0.01045
Jingmen,112.6083,31.069,Jiujiang,115.4527,29.3218,0.02383
Jingmen,112.6083,31.069,Yuncheng,111.0634,35.1866,0.0
Jingmen,112.6083,31.069,Changde,111.5195,29.3001,0.11493
Jingmen,112.6083,31.069,Nantong,121.0218,32.186,0.0
Jingmen,112.6083,31.069,Huangshan,118.0711,29.9066,0.0
Jingmen,112.6083,31.069,Xinzhou,112.4074,38.8819,0.0
Jingmen,112.6083,31.069,Xiantao,113.3751,30.2901,1.94766
Jingmen,112.6083,31.069,Suzhou,120.6516,31.3813,0.0
Jingmen,112.6083,31.069,Tianmen,113.1118,30.6449,87.59265
Jingmen,112.6083,31.069,Chengde,117.5486,41.3476,0.0
Jingmen,112.6083,31.069,Fuzhou,116.4343,27.51,0.00487
Jingmen,112.6083,31.069,Huaihua,110.0754,27.5489,0.00887
Jingmen,112.6083,31.069,Shijiazhuang,114.4399,38.1313,0.0
Jingmen,112.6083,31.069,Jiaozuo,113.1291,35.1169,0.00542
Jingmen,112.6083,31.069,Nanyang,112.2845,33.0427,0.7152
Jingmen,112.6083,31.069,Yongzhou,111.7294,25.7747,0.0057
Jingmen,112.6083,31.069,Wuhu,118.1346,31.1627,0.0
Jingmen,112.6083,31.069,Ganzhou,115.273,25.7088,0.0
Jingmen,112.6083,31.069,Quzhou,118.6747,28.9345,0.00581
Jingmen,112.6083,31.069,Qinhuangdao,119.185,40.088,0.0
Jingmen,112.6083,31.069,Ma'anshan,118.3651,31.637,0.0
Jingmen,112.6083,31.069,Xiamen,118.1158,24.6765,0.0
Jingmen,112.6083,31.069,Xingtai,114.8159,37.2126,0.0
Jingmen,112.6083,31.069,Hebi,114.3109,35.7217,0.0
Jingmen,112.6083,31.069,Lianyungang,119.1336,34.5332,0.0
Jingmen,112.6083,31.069,Shangrao,117.4723,28.7734,0.0
Jingmen,112.6083,31.069,Baoding,115.1706,39.0213,0.0
Jingmen,112.6083,31.069,Yiyang,111.951,28.5751,0.01581
Jingmen,112.6083,31.069,Jinan,117.2148,36.6371,0.0
Jingmen,112.6083,31.069,Shiyan,110.4423,32.4559,1.08904
Jingmen,112.6083,31.069,Bengbu,117.3254,33.1086,0.0
Jingmen,112.6083,31.069,Zhoushan,122.1858,30.0948,0.0
Jingmen,112.6083,31.069,Yulin,109.5663,38.0378,0.0
Jingmen,112.6083,31.069,Yan'an,109.3152,36.4372,0.0
Jingmen,112.6083,31.069,Taizhou,121.1108,28.7727,0.0077
Jingmen,112.6083,31.069,Wenzhou,120.4404,27.9037,0.0
Jingmen,112.6083,31.069,Lishui,119.5117,28.1993,0.0
Jingmen,112.6083,31.069,Ningde,119.4734,26.9749,0.0
Jingmen,112.6083,31.069,Tongling,117.5561,30.8842,0.0
Jingmen,112.6083,31.069,Jingzhou,112.57,29.9959,50.87714
Jingmen,112.6083,31.069,Huaibei,116.7435,33.7266,0.0
Jingmen,112.6083,31.069,Yantai,120.8006,37.2408,0.0
Jingmen,112.6083,31.069,Xiaogan,113.8793,31.1183,7.75942
Jingmen,112.6083,31.069,Wuxi,120.0758,31.5264,0.0
Jingmen,112.6083,31.069,Pingdingshan,113.0118,33.7954,0.01725
Jingmen,112.6083,31.069,Suizhou,113.4241,31.8284,3.65973
Jingmen,112.6083,31.069,Xuchang,113.7096,34.0726,0.00737
Jingmen,112.6083,31.069,Suqian,118.5202,33.7842,0.0
Jingmen,112.6083,31.069,Tangshan,118.3359,39.7212,0.0
Jingmen,112.6083,31.069,Nanchang,116.019,28.6493,0.0
Jingmen,112.6083,31.069,Pingxiang,113.9025,27.5116,0.00619
Jingmen,112.6083,31.069,Changzhi,112.9168,36.4753,0.0
Jingmen,112.6083,31.069,Huai'an,118.9638,33.3529,0.0
Jingmen,112.6083,31.069,Xinyang,114.8839,32.0812,0.02597
Jingmen,112.6083,31.069,Yangzhou,119.4742,32.7382,0.0
Jingmen,112.6083,31.069,Yichun,114.9727,28.3061,0.0
Jingmen,112.6083,31.069,Baoji,107.2,34.3788,0.0
Jingmen,112.6083,31.069,Datong,113.7223,39.8995,0.0
Jingmen,112.6083,31.069,Chuzhou,118.1026,32.5442,0.0
Jingmen,112.6083,31.069,Jincheng,112.7076,35.6106,0.0
Jingmen,112.6083,31.069,Rizhao,119.1351,35.583,0.0
Jingmen,112.6083,31.069,Jinhua,119.9521,29.1183,0.0
Jingmen,112.6083,31.069,Longyan,116.7387,25.2928,0.0
Jingmen,112.6083,31.069,Ningbo,121.4607,29.7424,0.0
Jingmen,112.6083,31.069,Putian,118.8895,25.4509,0.0
Jingmen,112.6083,31.069,Changsha,113.1531,28.2269,0.10003
Jingmen,112.6083,31.069,Xiangtan,112.6027,27.7316,0.00878
Jingmen,112.6083,31.069,Weinan,109.8508,34.95,0.0
Jingmen,112.6083,31.069,Zaozhuang,117.3933,34.916,0.0
Jingmen,112.6083,31.069,Shangqiu,115.6982,34.2884,0.0
Jingmen,112.6083,31.069,Jinzhong,112.9632,37.3273,0.0
Jingmen,112.6083,31.069,Liaocheng,115.8806,36.4585,0.0
Jingmen,112.6083,31.069,Xianning,114.1752,29.6236,0.39237
Jingmen,112.6083,31.069,Changzhou,119.6372,31.6253,0.0
Jingmen,112.6083,31.069,Kaifeng,114.5355,34.604,0.0
Jingmen,112.6083,31.069,Tianjin,117.334,39.2934,0.0
Jingmen,112.6083,31.069,Zhenjiang,119.4536,32.0167,0.0
Jingmen,112.6083,31.069,Suzhou,117.2108,33.8587,0.0
Jingmen,112.6083,31.069,Yangquan,113.499,38.0635,0.0
Jingmen,112.6083,31.069,Chizhou,117.3656,30.2838,0.0
Jingmen,112.6083,31.069,Binzhou,117.8377,37.5316,0.0
Jingmen,112.6083,31.069,Sanming,117.3959,26.2987,0.0
Jingmen,112.6083,31.069,Shuozhou,112.6415,39.6173,0.0
Jingmen,112.6083,31.069,Cangzhou,116.7533,38.2668,0.0
